#Centroids	beta_prevalence	mean_abundance	alpha_prevalence_Y	alpha_prevalence_X	ppanini_score_X	ppanini_score_Y
SRS011132.174	0.416666666667	4291.21434093	0.5	0.333333333333	17.6269299689	14.6136753772
SRS011132.278	0.416666666667	3896.58631911	0.5	0.333333333333	17.4995502648	14.5260151449
SRS011132.176	0.416666666667	3027.8742116	0.5	0.333333333333	16.8608661666	14.0831953457
SRS011132.179	0.333333333333	2640.38616962	0.0	0.666666666667	16.8510989103	0.974539069359
SRS011132.178	0.416666666667	9442.64370308	0.5	0.333333333333	18.0803010616	14.9239269993
SRS011132.274	0.416666666667	3101.21372537	0.5	0.333333333333	16.9314556519	14.1324087298
SRS011132.273	0.416666666667	3369.08541654	0.5	0.333333333333	17.1187588032	14.2626640152
SRS011132.271	0.416666666667	3267.03641395	0.5	0.333333333333	17.0564750376	14.2194031377
SRS015996.1738	0.416666666667	2267.35640905	0.5	0.333333333333	16.3025276368	13.691529289
SRS015996.17243	0.416666666667	1627.40213826	0.5	0.333333333333	16.0445005539	13.5090718328
UniRef90_D5V8D7	0.166666666667	8962.40313529	0.0	0.333333333333	18.0403272554	0.979367599312
SRS011132.184	0.416666666667	3873.55798332	0.5	0.333333333333	17.4688846347	14.5048792597
SRS011132.186	0.416666666667	3844.21284708	0.5	0.333333333333	17.4407422212	14.4854713864
SRS011132.180	0.416666666667	3903.35458319	0.5	0.333333333333	17.5148693319	14.536568898
SRS011132.181	0.416666666667	3725.92937486	0.5	0.333333333333	17.3407152166	14.4164037072
SRS011132.182	0.416666666667	3371.07895821	0.5	0.333333333333	17.1291248432	14.2698589318
SRS011132.183	0.416666666667	5106.05370529	0.5	0.333333333333	17.723315904	14.6798624921
UniRef90_D5V831	0.166666666667	9628.5067202	0.0	0.333333333333	18.0902846689	0.979514446864
UniRef90_D5V832	0.166666666667	8589.52600688	0.0	0.333333333333	18.0027944931	0.979256766461
UniRef90_D5VD30	0.166666666667	7048.19606815	0.0	0.333333333333	17.8646977702	0.978845182574
UniRef90_D5V835	0.166666666667	6274.73110765	0.0	0.333333333333	17.7789523653	0.978586586289
SRS019597.1177	0.416666666667	2742.91233121	0.5	0.333333333333	16.6215306348	13.9158295955
SRS015996.20340	0.416666666667	3892.87376919	0.5	0.333333333333	17.4893324636	14.5189740572
SRS015996.12869	0.416666666667	1697.44223029	0.5	0.333333333333	16.0499020085	13.5129008406
SRS016033.44	0.666666666667	27864.9657289	1.0	0.333333333333	18.25444808	18.6422898257
SRS015996.1933	0.416666666667	3724.94267201	0.5	0.333333333333	17.3355751136	14.4128508857
SRS015996.15004	0.416666666667	3295.03958321	0.5	0.333333333333	17.0824448576	14.2374475663
SRS015996.7201	0.416666666667	4227.10257288	0.5	0.333333333333	17.596416616	14.592696414
SRS015996.5214	0.416666666667	4360.59964743	0.5	0.333333333333	17.6472519903	14.627640568
SRS015996.8898	0.166666666667	6146.97829748	0.0	0.333333333333	17.7738995187	0.978571274041
SRS015996.9388	0.416666666667	3220.15231995	0.5	0.333333333333	17.0304791003	14.2013314064
UniRef90_D5VC37	0.166666666667	7753.31976271	0.0	0.333333333333	17.9376059333	0.979063224872
UniRef90_D5VC36	0.166666666667	7753.31976271	0.0	0.333333333333	17.9376059333	0.979063224872
SRS056210.30	0.333333333333	18116.9385827	0.0	0.666666666667	18.5982767564	0.979862610582
SRS056210.39	0.416666666667	34102.7978859	0.5	0.333333333333	18.3039847395	15.0760000429
SRS015996.12324	0.416666666667	2714.53312131	0.5	0.333333333333	16.5950953299	13.8972954337
SRS015996.8800	0.416666666667	2379.60847106	0.5	0.333333333333	16.3666401721	13.7367214933
SRS015996.12127	0.5	10123.2273554	1.0	0.0	13.8249453477	18.4919141665
SRS015996.12126	0.5	10181.5101913	1.0	0.0	13.8278509563	18.497112987
SRS011132.306	0.416666666667	3517.7545637	0.5	0.333333333333	17.2377175096	14.3451442278
SRS015996.15777	0.416666666667	1934.10484893	0.5	0.333333333333	16.0876812164	13.5396705526
UniRef90_D5V9T2	0.166666666667	7614.156708	0.0	0.333333333333	17.9250504681	0.979025795476
SRS015996.282	0.416666666667	2142.13955579	0.5	0.333333333333	16.2006945718	13.6196311677
SRS011132.79	0.416666666667	4443.76897919	0.5	0.333333333333	17.6624829078	14.6381035703
SRS015996.14210	0.666666666667	34653.0930336	1.0	0.333333333333	18.3089330609	18.6991182275
UniRef90_D5V8E4	0.166666666667	8962.40313529	0.0	0.333333333333	18.0403272554	0.979367599312
SRS011132.70	0.416666666667	3003.85003865	0.5	0.333333333333	16.821566629	14.0557671729
SRS011132.73	0.416666666667	3432.97147274	0.5	0.333333333333	17.1679604531	14.2968012407
SRS011132.72	0.416666666667	3432.97147274	0.5	0.333333333333	17.1679604531	14.2968012407
SRS011132.77	0.416666666667	2776.37594511	0.5	0.333333333333	16.6373789598	13.9269364771
SRS011132.76	0.416666666667	3417.07808629	0.5	0.333333333333	17.1420765418	14.2788464737
SRS011132.6	0.416666666667	3606.297394	0.5	0.333333333333	17.2969915564	14.3861707189
SRS015996.3893	0.416666666667	2506.50348024	0.5	0.333333333333	16.4518801463	13.7967181603
SRS056210.89	0.333333333333	12251.1890624	0.0	0.666666666667	18.5100523333	0.979616613587
SRS011132.5	0.416666666667	3492.53406927	0.5	0.333333333333	17.2144861286	14.3290517257
SRS011132.175	0.416666666667	3039.61015815	0.5	0.333333333333	16.8844173524	14.0996222414
SRS015996.7053	0.416666666667	2214.26659992	0.5	0.333333333333	16.2811219059	13.676427951
SRS011132.177	0.416666666667	3027.8742116	0.5	0.333333333333	16.8608661666	14.0831953457
SRS011132.279	0.5	8596.7650597	0.0	1.0	18.4154965972	0.979293777504
UniRef90_D5VCZ1	0.166666666667	6725.96083383	0.0	0.333333333333	17.8294257979	0.978739091791
UniRef90_T1R5W4	0.25	17044.8677572	0.5	0.0	13.874211735	15.0019032913
SRS015996.3393	0.166666666667	7136.38248885	0.0	0.333333333333	17.874766504	0.978875394627
SRS015996.3394	0.416666666667	6590.07916641	0.5	0.333333333333	17.8193391091	14.7456777144
SRS011132.277	0.333333333333	4287.35299525	0.0	0.666666666667	17.9854099201	0.978106610811
SRS011132.238	0.416666666667	3197.16712034	0.5	0.333333333333	16.988831178	14.1723596915
SRS011132.239	0.416666666667	2579.66914738	0.5	0.333333333333	16.5156283141	13.8415221526
SRS015996.18371	0.416666666667	2145.60717046	0.5	0.333333333333	16.2060640636	13.6234258348
SRS015996.3096	0.416666666667	2617.15302978	0.5	0.333333333333	16.5262379038	13.8489734332
SRS015996.2072	0.416666666667	4177.86150927	0.5	0.333333333333	17.5811462775	14.5821928757
SRS011132.143	0.416666666667	3812.44249297	0.5	0.333333333333	17.4100061605	14.4642627253
SRS015996.12416	0.416666666667	1862.47133601	0.5	0.333333333333	16.0741948612	13.5301166336
SRS015996.11778	0.416666666667	2906.7471718	0.5	0.333333333333	16.7217408867	13.9860013471
SRS015996.1199	0.416666666667	2103.49703831	0.5	0.333333333333	16.1603883791	13.5911336274
UniRef90_L0WJB0	0.166666666667	8076.74750386	0.0	0.333333333333	17.9727282603	0.979167666251
SRS011132.126	0.416666666667	3167.76337613	0.5	0.333333333333	16.9627671508	14.1542166821
SRS011132.127	0.416666666667	3365.74858714	0.5	0.333333333333	17.1135742219	14.2590649279
SRS011132.125	0.416666666667	3579.0947197	0.5	0.333333333333	17.2815419155	14.3754818206
UniRef90_L0WLM5	0.166666666667	7138.74154927	0.0	0.333333333333	17.879799377	0.978890484113
SRS019597.1182	0.416666666667	2285.76027601	0.5	0.333333333333	16.3212433303	13.7047276533
SRS019597.1218	0.416666666667	2830.95643073	0.5	0.333333333333	16.6743209391	13.9528129131
UniRef90_D5VAU1	0.166666666667	8048.44482416	0.0	0.333333333333	17.9626982647	0.979137879984
SRS015996.2020	0.416666666667	2685.68294796	0.5	0.333333333333	16.568633202	13.8787328495
UniRef90_D5VBN4	0.166666666667	6917.00486769	0.0	0.333333333333	17.8596619088	0.978830059985
