# Gene Family	demo_Abundance-RPKs
UniRef90_I9F9A4	7.2463768116
UniRef90_I9F9A4|g__Bacteroides.s__Bacteroides_dorei	7.2463768116
UniRef90_R6IK81	7.2463768116
UniRef90_R6IK81|g__Bacteroides.s__Bacteroides_dorei	7.2463768116
UniRef90_R7P1X6	7.2463768116
UniRef90_R7P1X6|g__Bacteroides.s__Bacteroides_vulgatus	7.2463768116
UniRef90_R9H1R7	7.2463768116
UniRef90_R9H1R7|g__Bacteroides.s__Bacteroides_vulgatus	7.2463768116
UniRef90_R9HNE3	7.2463768116
UniRef90_R9HNE3|g__Bacteroides.s__Bacteroides_vulgatus	7.2463768116
UniRef90_A6L236	7.2438403049
UniRef90_A6L236|g__Bacteroides.s__Bacteroides_vulgatus	5.4223466801
UniRef90_A6L236|g__Bacteroides.s__Bacteroides_dorei	1.8214936248
UniRef90_A6L432	7.2289156627
UniRef90_A6L432|g__Bacteroides.s__Bacteroides_vulgatus	5.6224899598
UniRef90_A6L432|g__Bacteroides.s__Bacteroides_dorei	1.6064257028
UniRef90_R6HM85	7.2237567394
UniRef90_R6HM85|g__Bacteroides.s__Bacteroides_dorei	5.2722940945
UniRef90_R6HM85|g__Bacteroides.s__Bacteroides_vulgatus	1.9514626448
UniRef90_A6L7R9	7.2202166065
UniRef90_A6L7R9|g__Bacteroides.s__Bacteroides_vulgatus	7.2202166065
UniRef90_R6HHI3	7.2059317758
UniRef90_R6HHI3|g__Bacteroides.s__Bacteroides_dorei	4.9874070947
UniRef90_R6HHI3|g__Bacteroides.s__Bacteroides_vulgatus	2.2185246811
UniRef90_A6KX02	7.1877807727
UniRef90_A6KX02|g__Bacteroides.s__Bacteroides_dorei	3.5938903863
UniRef90_A6KX02|g__Bacteroides.s__Bacteroides_vulgatus	3.5938903863
UniRef90_F0R8Z6	7.1770334928
UniRef90_F0R8Z6|g__Bacteroides.s__Bacteroides_vulgatus	5.5821371611
UniRef90_F0R8Z6|g__Bacteroides.s__Bacteroides_dorei	1.5948963317
UniRef90_R7P1C9	7.1769343317
UniRef90_R7P1C9|g__Bacteroides.s__Bacteroides_vulgatus	5.0979322527
UniRef90_R7P1C9|g__Bacteroides.s__Bacteroides_dorei	2.0790020790
UniRef90_A6L4G2	7.1684587814
UniRef90_A6L4G2|g__Bacteroides.s__Bacteroides_vulgatus	7.1684587814
UniRef90_R6IEL1	7.1684587814
UniRef90_R6IEL1|g__Bacteroides.s__Bacteroides_vulgatus	7.1684587814
UniRef90_R7ECL2	7.1684587814
UniRef90_R7ECL2|g__Bacteroides.s__Bacteroides_dorei	7.1684587814
UniRef90_C3Q1B3	7.1492403932
UniRef90_C3Q1B3|g__Bacteroides.s__Bacteroides_dorei	5.3619302949
UniRef90_C3Q1B3|g__Bacteroides.s__Bacteroides_vulgatus	1.7873100983
UniRef90_U2CVX4	7.1377587438
UniRef90_U2CVX4|g__Bacteroides.s__Bacteroides_dorei	7.1377587438
UniRef90_R6IK75	7.1185800604
UniRef90_R6IK75|g__Bacteroides.s__Bacteroides_vulgatus	5.0352467271
UniRef90_R6IK75|g__Bacteroides.s__Bacteroides_dorei	2.0833333333
UniRef90_C3Q007	7.0921985816
UniRef90_C3Q007|g__Bacteroides.s__Bacteroides_dorei	7.0921985816
UniRef90_C3R6S7	7.0921985816
UniRef90_C3R6S7|g__Bacteroides.s__Bacteroides_vulgatus	7.0921985816
UniRef90_C6ZAZ8	7.0921985816
UniRef90_C6ZAZ8|g__Bacteroides.s__Bacteroides_dorei	7.0921985816
UniRef90_D1JXI7	7.0921985816
UniRef90_D1JXI7|g__Bacteroides.s__Bacteroides_dorei	7.0921985816
UniRef90_I9UIP8	7.0921985816
UniRef90_I9UIP8|g__Bacteroides.s__Bacteroides_vulgatus	7.0921985816
UniRef90_Q64S87	7.0921985816
UniRef90_Q64S87|g__Bacteroides.s__Bacteroides_dorei	7.0921985816
UniRef90_R6HIA6	7.0921985816
UniRef90_R6HIA6|g__Bacteroides.s__Bacteroides_vulgatus	7.0921985816
UniRef90_R7P0C0	7.0733863837
UniRef90_R7P0C0|g__Bacteroides.s__Bacteroides_vulgatus	6.1892130858
UniRef90_R7P0C0|g__Bacteroides.s__Bacteroides_dorei	0.8841732980
UniRef90_A6L7A5	7.0671378092
UniRef90_A6L7A5|g__Bacteroides.s__Bacteroides_dorei	4.7114252061
UniRef90_A6L7A5|g__Bacteroides.s__Bacteroides_vulgatus	2.3557126031
UniRef90_D6D2V9	7.0656372751
UniRef90_D6D2V9|g__Bacteroides.s__Bacteroides_dorei	7.0656372751
UniRef90_E1WT36	7.0621468927
UniRef90_E1WT36|g__Bacteroides.s__Bacteroides_vulgatus	7.0621468927
UniRef90_A6L628	7.0593772061
UniRef90_A6L628|g__Bacteroides.s__Bacteroides_dorei	5.4644808743
UniRef90_A6L628|g__Bacteroides.s__Bacteroides_vulgatus	1.5948963317
UniRef90_E6SQG4	7.0546737213
UniRef90_E6SQG4|g__Bacteroides.s__Bacteroides_dorei	3.5273368607
UniRef90_E6SQG4|g__Bacteroides.s__Bacteroides_vulgatus	3.5273368607
UniRef90_R6HL00	7.0546737213
UniRef90_R6HL00|g__Bacteroides.s__Bacteroides_dorei	7.0546737213
UniRef90_A6L729	7.0340751762
UniRef90_A6L729|g__Bacteroides.s__Bacteroides_vulgatus	4.6783625731
UniRef90_A6L729|g__Bacteroides.s__Bacteroides_dorei	2.3557126031
UniRef90_A6KX40	7.0175438596
UniRef90_A6KX40|g__Bacteroides.s__Bacteroides_dorei	3.5087719298
UniRef90_A6KX40|g__Bacteroides.s__Bacteroides_vulgatus	3.5087719298
UniRef90_A6L6W9	7.0175438596
UniRef90_A6L6W9|g__Bacteroides.s__Bacteroides_vulgatus	7.0175438596
UniRef90_A6L707	7.0175438596
UniRef90_A6L707|g__Bacteroides.s__Bacteroides_vulgatus	7.0175438596
UniRef90_F3PGZ6	7.0175438596
UniRef90_F3PGZ6|g__Bacteroides.s__Bacteroides_dorei	7.0175438596
UniRef90_Q8ABW1	7.0175438596
UniRef90_Q8ABW1|g__Bacteroides.s__Bacteroides_vulgatus	7.0175438596
UniRef90_R6HTM4	7.0175438596
UniRef90_R6HTM4|g__Bacteroides.s__Bacteroides_dorei	7.0175438596
UniRef90_A6L5F2	7.0070070070
UniRef90_A6L5F2|g__Bacteroides.s__Bacteroides_dorei	5.0050050050
UniRef90_A6L5F2|g__Bacteroides.s__Bacteroides_vulgatus	2.0020020020
UniRef90_A6L3K1	6.9930069930
UniRef90_A6L3K1|g__Bacteroides.s__Bacteroides_vulgatus	4.6620046620
UniRef90_A6L3K1|g__Bacteroides.s__Bacteroides_dorei	2.3310023310
UniRef90_R9HL06	6.9808027923
UniRef90_R9HL06|g__Bacteroides.s__Bacteroides_vulgatus	6.9808027923
UniRef90_R6HM03	6.9808027923
UniRef90_R6HM03|g__Bacteroides.s__Bacteroides_dorei	4.6538685282
UniRef90_R6HM03|g__Bacteroides.s__Bacteroides_vulgatus	2.3269342641
UniRef90_A6KY25	6.9735006974
UniRef90_A6KY25|g__Bacteroides.s__Bacteroides_vulgatus	6.9735006974
UniRef90_R6HXD0	6.9686411150
UniRef90_R6HXD0|g__Bacteroides.s__Bacteroides_dorei	6.9686411150
UniRef90_A6L1A7	6.9606319606
UniRef90_A6L1A7|g__Bacteroides.s__Bacteroides_vulgatus	6.9606319606
UniRef90_A6KXJ4	6.9444444444
UniRef90_A6KXJ4|g__Bacteroides.s__Bacteroides_dorei	3.4722222222
UniRef90_A6KXJ4|g__Bacteroides.s__Bacteroides_vulgatus	3.4722222222
UniRef90_A6L4I4	6.9444444444
UniRef90_A6L4I4|g__Bacteroides.s__Bacteroides_vulgatus	6.9444444444
UniRef90_A6L516	6.9444444444
UniRef90_A6L516|g__Bacteroides.s__Bacteroides_dorei	4.6296296296
UniRef90_A6L516|g__Bacteroides.s__Bacteroides_vulgatus	2.3148148148
UniRef90_C3QQT9	6.9444444444
UniRef90_C3QQT9|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_C6ZBQ4	6.9444444444
UniRef90_C6ZBQ4|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_D1KAK7	6.9444444444
UniRef90_D1KAK7|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_I8VKH1	6.9444444444
UniRef90_I8VKH1|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_I8VW04	6.9444444444
UniRef90_I8VW04|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_I9ITD1	6.9444444444
UniRef90_I9ITD1|g__Bacteroides.s__Bacteroides_vulgatus	6.9444444444
UniRef90_I9QI28	6.9444444444
UniRef90_I9QI28|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_R5U8C1	6.9444444444
UniRef90_R5U8C1|g__Bacteroides.s__Bacteroides_dorei	6.9444444444
UniRef90_R6HY29	6.9444444444
UniRef90_R6HY29|g__Bacteroides.s__Bacteroides_dorei	4.6296296296
UniRef90_R6HY29|g__Bacteroides.s__Bacteroides_vulgatus	2.3148148148
UniRef90_R6HZ68	6.9444444444
UniRef90_R6HZ68|g__Bacteroides.s__Bacteroides_vulgatus	6.9444444444
UniRef90_R6IJC8	6.9444444444
UniRef90_R6IJC8|g__Bacteroides.s__Bacteroides_vulgatus	4.6296296296
UniRef90_R6IJC8|g__Bacteroides.s__Bacteroides_dorei	2.3148148148
UniRef90_R7P0S1	6.9444444444
UniRef90_R7P0S1|g__Bacteroides.s__Bacteroides_vulgatus	6.9444444444
UniRef90_A6L5F7	6.9444444444
UniRef90_A6L5F7|g__Bacteroides.s__Bacteroides_dorei	4.1666666667
UniRef90_A6L5F7|g__Bacteroides.s__Bacteroides_vulgatus	2.7777777778
UniRef90_R6HN63	6.9358178054
UniRef90_R6HN63|g__Bacteroides.s__Bacteroides_dorei	5.5555555556
UniRef90_R6HN63|g__Bacteroides.s__Bacteroides_vulgatus	1.3802622498
UniRef90_R6HUW6	6.9300069300
UniRef90_R6HUW6|g__Bacteroides.s__Bacteroides_dorei	6.9300069300
UniRef90_R6HHG6	6.9182587565
UniRef90_R6HHG6|g__Bacteroides.s__Bacteroides_vulgatus	4.6296296296
UniRef90_R6HHG6|g__Bacteroides.s__Bacteroides_dorei	2.2886291269
UniRef90_R7P2C2	6.9178481041
UniRef90_R7P2C2|g__Bacteroides.s__Bacteroides_vulgatus	5.0813008130
UniRef90_R7P2C2|g__Bacteroides.s__Bacteroides_dorei	1.8365472911
UniRef90_A6KZ30	6.9112174375
UniRef90_A6KZ30|g__Bacteroides.s__Bacteroides_vulgatus	3.7214247741
UniRef90_A6KZ30|g__Bacteroides.s__Bacteroides_dorei	3.1897926635
UniRef90_A6L2J9	6.9084628670
UniRef90_A6L2J9|g__Bacteroides.s__Bacteroides_dorei	6.9084628670
UniRef90_R6HT64	6.8988032338
UniRef90_R6HT64|g__Bacteroides.s__Bacteroides_dorei	4.1152263374
UniRef90_R6HT64|g__Bacteroides.s__Bacteroides_vulgatus	2.7835768963
UniRef90_R6HJW0	6.8965517241
UniRef90_R6HJW0|g__Bacteroides.s__Bacteroides_dorei	6.8965517241
UniRef90_A6L6Y7	6.8906575503
UniRef90_A6L6Y7|g__Bacteroides.s__Bacteroides_dorei	3.4542314335
UniRef90_A6L6Y7|g__Bacteroides.s__Bacteroides_vulgatus	3.4364261168
UniRef90_R6HW28	6.8829891839
UniRef90_R6HW28|g__Bacteroides.s__Bacteroides_vulgatus	4.9164208456
UniRef90_R6HW28|g__Bacteroides.s__Bacteroides_dorei	1.9665683382
UniRef90_A6L188	6.8728522337
UniRef90_A6L188|g__Bacteroides.s__Bacteroides_dorei	3.4364261168
UniRef90_A6L188|g__Bacteroides.s__Bacteroides_vulgatus	3.4364261168
UniRef90_R7NW86	6.8535825545
UniRef90_R7NW86|g__Bacteroides.s__Bacteroides_vulgatus	3.7383177570
UniRef90_R7NW86|g__Bacteroides.s__Bacteroides_dorei	3.1152647975
UniRef90_A6KWC4	6.8493150685
UniRef90_A6KWC4|g__Bacteroides.s__Bacteroides_vulgatus	4.5662100457
UniRef90_A6KWC4|g__Bacteroides.s__Bacteroides_dorei	2.2831050228
UniRef90_A6L618	6.8493150685
UniRef90_A6L618|g__Bacteroides.s__Bacteroides_dorei	4.5662100457
UniRef90_A6L618|g__Bacteroides.s__Bacteroides_vulgatus	2.2831050228
UniRef90_I9RE62	6.8306010929
UniRef90_I9RE62|g__Bacteroides.s__Bacteroides_dorei	6.8306010929
UniRef90_R6IK29	6.8306010929
UniRef90_R6IK29|g__Bacteroides.s__Bacteroides_dorei	6.8306010929
UniRef90_R6IL62	6.8259385666
UniRef90_R6IL62|g__Bacteroides.s__Bacteroides_dorei	6.8259385666
UniRef90_A6L5Y0	6.8027210884
UniRef90_A6L5Y0|g__Bacteroides.s__Bacteroides_vulgatus	6.8027210884
UniRef90_B6W0A3	6.8027210884
UniRef90_B6W0A3|g__Bacteroides.s__Bacteroides_dorei	6.8027210884
UniRef90_I9F993	6.8027210884
UniRef90_I9F993|g__Bacteroides.s__Bacteroides_dorei	6.8027210884
UniRef90_R6HH54	6.8027210884
UniRef90_R6HH54|g__Bacteroides.s__Bacteroides_dorei	3.4013605442
UniRef90_R6HH54|g__Bacteroides.s__Bacteroides_vulgatus	3.4013605442
UniRef90_R6HTQ9	6.8027210884
UniRef90_R6HTQ9|g__Bacteroides.s__Bacteroides_dorei	6.8027210884
UniRef90_R6VFN8	6.8027210884
UniRef90_R6VFN8|g__Bacteroides.s__Bacteroides_dorei	3.4013605442
UniRef90_R6VFN8|g__Bacteroides.s__Bacteroides_vulgatus	3.4013605442
UniRef90_R7P4I7	6.8027210884
UniRef90_R7P4I7|g__Bacteroides.s__Bacteroides_dorei	6.8027210884
UniRef90_R9HLL9	6.8027210884
UniRef90_R9HLL9|g__Bacteroides.s__Bacteroides_vulgatus	6.8027210884
UniRef90_A6L330	6.7750677507
UniRef90_A6L330|g__Bacteroides.s__Bacteroides_vulgatus	6.7750677507
UniRef90_J9H9I5	6.7567567568
UniRef90_J9H9I5|g__Bacteroides.s__Bacteroides_vulgatus	6.7567567568
UniRef90_R9HJ01	6.7567567568
UniRef90_R9HJ01|g__Bacteroides.s__Bacteroides_vulgatus	6.7567567568
UniRef90_A6KWP3	6.7454808083
UniRef90_A6KWP3|g__Bacteroides.s__Bacteroides_dorei	4.3473992736
UniRef90_A6KWP3|g__Bacteroides.s__Bacteroides_vulgatus	2.3980815348
UniRef90_A6L676	6.7415730337
UniRef90_A6L676|g__Bacteroides.s__Bacteroides_dorei	4.4943820225
UniRef90_A6L676|g__Bacteroides.s__Bacteroides_vulgatus	2.2471910112
UniRef90_C3QUB6	6.7340067340
UniRef90_C3QUB6|g__Bacteroides.s__Bacteroides_dorei	6.7340067340
UniRef90_D4KV24	6.7340067340
UniRef90_D4KV24|g__Bacteroides.s__Bacteroides_dorei	6.7340067340
UniRef90_I8WRK2	6.7340067340
UniRef90_I8WRK2|g__Bacteroides.s__Bacteroides_dorei	6.7340067340
UniRef90_R6I0C9	6.7340067340
UniRef90_R6I0C9|g__Bacteroides.s__Bacteroides_dorei	5.6116722783
UniRef90_R6I0C9|g__Bacteroides.s__Bacteroides_vulgatus	1.1223344557
UniRef90_R6IFE8	6.7340067340
UniRef90_R6IFE8|g__Bacteroides.s__Bacteroides_vulgatus	6.7340067340
UniRef90_R6IHX2	6.7340067340
UniRef90_R6IHX2|g__Bacteroides.s__Bacteroides_vulgatus	5.0505050505
UniRef90_R6IHX2|g__Bacteroides.s__Bacteroides_dorei	1.6835016835
UniRef90_R7NZN7	6.7340067340
UniRef90_R7NZN7|g__Bacteroides.s__Bacteroides_dorei	4.0404040404
UniRef90_R7NZN7|g__Bacteroides.s__Bacteroides_vulgatus	2.6936026936
UniRef90_A6L790	6.7243035543
UniRef90_A6L790|g__Bacteroides.s__Bacteroides_dorei	4.8030739673
UniRef90_A6L790|g__Bacteroides.s__Bacteroides_vulgatus	1.9212295869
UniRef90_R6HLM2	6.7204301075
UniRef90_R6HLM2|g__Bacteroides.s__Bacteroides_vulgatus	6.7204301075
UniRef90_R6HTJ3	6.7024429675
UniRef90_R6HTJ3|g__Bacteroides.s__Bacteroides_vulgatus	3.4129692833
UniRef90_R6HTJ3|g__Bacteroides.s__Bacteroides_dorei	3.2894736842
UniRef90_R6HGY5	6.6998260491
UniRef90_R6HGY5|g__Bacteroides.s__Bacteroides_vulgatus	5.7077625571
UniRef90_R6HGY5|g__Bacteroides.s__Bacteroides_dorei	0.9920634921
UniRef90_R6HEY9	6.6934404284
UniRef90_R6HEY9|g__Bacteroides.s__Bacteroides_dorei	4.0160642570
UniRef90_R6HEY9|g__Bacteroides.s__Bacteroides_vulgatus	2.6773761714
UniRef90_A6KZW6	6.6815144766
UniRef90_A6KZW6|g__Bacteroides.s__Bacteroides_dorei	3.7119524870
UniRef90_A6KZW6|g__Bacteroides.s__Bacteroides_vulgatus	2.9695619896
UniRef90_A6KXR2	6.6666666667
UniRef90_A6KXR2|g__Bacteroides.s__Bacteroides_dorei	4.1666666667
UniRef90_A6KXR2|g__Bacteroides.s__Bacteroides_vulgatus	2.5000000000
UniRef90_A6KZW0	6.6666666667
UniRef90_A6KZW0|g__Bacteroides.s__Bacteroides_vulgatus	6.6666666667
UniRef90_A6L025	6.6666666667
UniRef90_A6L025|g__Bacteroides.s__Bacteroides_dorei	6.6666666667
UniRef90_A6L3C7	6.6666666667
UniRef90_A6L3C7|g__Bacteroides.s__Bacteroides_dorei	6.6666666667
UniRef90_A6L3M5	6.6666666667
UniRef90_A6L3M5|g__Bacteroides.s__Bacteroides_vulgatus	6.6666666667
UniRef90_A6L3M7	6.6666666667
UniRef90_A6L3M7|g__Bacteroides.s__Bacteroides_vulgatus	6.6666666667
UniRef90_D4V4W8	6.6666666667
UniRef90_D4V4W8|g__Bacteroides.s__Bacteroides_dorei	4.4444444444
UniRef90_D4V4W8|g__Bacteroides.s__Bacteroides_vulgatus	2.2222222222
UniRef90_I9QIA7	6.6666666667
UniRef90_I9QIA7|g__Bacteroides.s__Bacteroides_dorei	6.6666666667
UniRef90_R6HYQ2	6.6666666667
UniRef90_R6HYQ2|g__Bacteroides.s__Bacteroides_dorei	6.6666666667
UniRef90_R6HZ61	6.6666666667
UniRef90_R6HZ61|g__Bacteroides.s__Bacteroides_dorei	5.0000000000
UniRef90_R6HZ61|g__Bacteroides.s__Bacteroides_vulgatus	1.6666666667
UniRef90_R6IKF8	6.6666666667
UniRef90_R6IKF8|g__Bacteroides.s__Bacteroides_dorei	6.6666666667
UniRef90_A6L1K2	6.6401062417
UniRef90_A6L1K2|g__Bacteroides.s__Bacteroides_dorei	5.3120849934
UniRef90_A6L1K2|g__Bacteroides.s__Bacteroides_vulgatus	1.3280212483
UniRef90_R6HSY9	6.6401062417
UniRef90_R6HSY9|g__Bacteroides.s__Bacteroides_vulgatus	3.9840637450
UniRef90_R6HSY9|g__Bacteroides.s__Bacteroides_dorei	2.6560424967
UniRef90_A6L3H6	6.6334991708
UniRef90_A6L3H6|g__Bacteroides.s__Bacteroides_dorei	3.3167495854
UniRef90_A6L3H6|g__Bacteroides.s__Bacteroides_vulgatus	3.3167495854
UniRef90_A6L4P9	6.6334991708
UniRef90_A6L4P9|g__Bacteroides.s__Bacteroides_dorei	3.3167495854
UniRef90_A6L4P9|g__Bacteroides.s__Bacteroides_vulgatus	3.3167495854
UniRef90_A6L679	6.6334991708
UniRef90_A6L679|g__Bacteroides.s__Bacteroides_vulgatus	6.6334991708
UniRef90_E1WRZ5	6.6334991708
UniRef90_E1WRZ5|g__Bacteroides.s__Bacteroides_dorei	6.6334991708
UniRef90_I9FWZ5	6.6287878788
UniRef90_I9FWZ5|g__Bacteroides.s__Bacteroides_dorei	6.6287878788
UniRef90_Q8A8P5	6.6287878788
UniRef90_Q8A8P5|g__Bacteroides.s__Bacteroides_dorei	5.6818181818
UniRef90_Q8A8P5|g__Bacteroides.s__Bacteroides_vulgatus	0.9469696970
UniRef90_A6L0Z4	6.6225165563
UniRef90_A6L0Z4|g__Bacteroides.s__Bacteroides_vulgatus	4.4150110375
UniRef90_A6L0Z4|g__Bacteroides.s__Bacteroides_dorei	2.2075055188
UniRef90_R6IKG3	6.6225165563
UniRef90_R6IKG3|g__Bacteroides.s__Bacteroides_dorei	4.4150110375
UniRef90_R6IKG3|g__Bacteroides.s__Bacteroides_vulgatus	2.2075055188
UniRef90_A6L7H8	6.6225165563
UniRef90_A6L7H8|g__Bacteroides.s__Bacteroides_dorei	5.5187637969
UniRef90_A6L7H8|g__Bacteroides.s__Bacteroides_vulgatus	1.1037527594
UniRef90_R6IFN5	6.5981948335
UniRef90_R6IFN5|g__Bacteroides.s__Bacteroides_vulgatus	3.9526921880
UniRef90_R6IFN5|g__Bacteroides.s__Bacteroides_dorei	2.6455026455
UniRef90_Q5L8C3	6.5928098186
UniRef90_Q5L8C3|g__Bacteroides.s__Bacteroides_vulgatus	6.5928098186
UniRef90_R6HWT5	6.5681444992
UniRef90_R6HWT5|g__Bacteroides.s__Bacteroides_dorei	3.2840722496
UniRef90_R6HWT5|g__Bacteroides.s__Bacteroides_vulgatus	3.2840722496
UniRef90_I9QKD2	6.5616797900
UniRef90_I9QKD2|g__Bacteroides.s__Bacteroides_dorei	6.5616797900
UniRef90_R7NX92	6.5616797900
UniRef90_R7NX92|g__Bacteroides.s__Bacteroides_dorei	6.5616797900
UniRef90_D4V8I2	6.5573770492
UniRef90_D4V8I2|g__Bacteroides.s__Bacteroides_vulgatus	6.5573770492
UniRef90_A6KYS0	6.5359477124
UniRef90_A6KYS0|g__Bacteroides.s__Bacteroides_dorei	5.4466230937
UniRef90_A6KYS0|g__Bacteroides.s__Bacteroides_vulgatus	1.0893246187
UniRef90_B3JMD4	6.5359477124
UniRef90_B3JMD4|g__Bacteroides.s__Bacteroides_dorei	6.5359477124
UniRef90_D4V972	6.5359477124
UniRef90_D4V972|g__Bacteroides.s__Bacteroides_vulgatus	6.5359477124
UniRef90_Q5L8C1	6.5359477124
UniRef90_Q5L8C1|g__Bacteroides.s__Bacteroides_vulgatus	6.5359477124
UniRef90_Q8ABW0	6.5359477124
UniRef90_Q8ABW0|g__Bacteroides.s__Bacteroides_dorei	4.3572984749
UniRef90_Q8ABW0|g__Bacteroides.s__Bacteroides_vulgatus	2.1786492375
UniRef90_R6HFP2	6.5359477124
UniRef90_R6HFP2|g__Bacteroides.s__Bacteroides_dorei	6.5359477124
UniRef90_R6HQC2	6.5359477124
UniRef90_R6HQC2|g__Bacteroides.s__Bacteroides_vulgatus	4.9019607843
UniRef90_R6HQC2|g__Bacteroides.s__Bacteroides_dorei	1.6339869281
UniRef90_A6L1I5	6.5199674002
UniRef90_A6L1I5|g__Bacteroides.s__Bacteroides_vulgatus	4.0749796251
UniRef90_A6L1I5|g__Bacteroides.s__Bacteroides_dorei	2.4449877751
UniRef90_I8UPQ2	6.5104166667
UniRef90_I8UPQ2|g__Bacteroides.s__Bacteroides_vulgatus	6.5104166667
UniRef90_R6IEN0	6.5005417118
UniRef90_R6IEN0|g__Bacteroides.s__Bacteroides_vulgatus	3.9725532683
UniRef90_R6IEN0|g__Bacteroides.s__Bacteroides_dorei	2.5279884435
UniRef90_C3REU1	6.4935064935
UniRef90_C3REU1|g__Bacteroides.s__Bacteroides_vulgatus	4.3290043290
UniRef90_C3REU1|g__Bacteroides.s__Bacteroides_dorei	2.1645021645
UniRef90_R6HK07	6.4935064935
UniRef90_R6HK07|g__Bacteroides.s__Bacteroides_dorei	6.4935064935
UniRef90_R6HUX4	6.4935064935
UniRef90_R6HUX4|g__Bacteroides.s__Bacteroides_dorei	6.4935064935
UniRef90_R6HRB8	6.4922831133
UniRef90_R6HRB8|g__Bacteroides.s__Bacteroides_dorei	3.8986354776
UniRef90_R6HRB8|g__Bacteroides.s__Bacteroides_vulgatus	2.5936476357
UniRef90_F0QZ62	6.4882400649
UniRef90_F0QZ62|g__Bacteroides.s__Bacteroides_dorei	3.2441200324
UniRef90_F0QZ62|g__Bacteroides.s__Bacteroides_vulgatus	3.2441200324
UniRef90_F0R092	6.4724919094
UniRef90_F0R092|g__Bacteroides.s__Bacteroides_vulgatus	4.0453074434
UniRef90_F0R092|g__Bacteroides.s__Bacteroides_dorei	2.4271844660
UniRef90_R6IFH0	6.4724919094
UniRef90_R6IFH0|g__Bacteroides.s__Bacteroides_vulgatus	4.8543689320
UniRef90_R6IFH0|g__Bacteroides.s__Bacteroides_dorei	1.6181229773
UniRef90_R7NY57	6.4724919094
UniRef90_R7NY57|g__Bacteroides.s__Bacteroides_dorei	6.4724919094
UniRef90_R7P1V8	6.4724919094
UniRef90_R7P1V8|g__Bacteroides.s__Bacteroides_vulgatus	6.4724919094
UniRef90_I8W181	6.4724919094
UniRef90_I8W181|g__Bacteroides.s__Bacteroides_dorei	6.4724919094
UniRef90_A0A015TX99	6.4654989922
UniRef90_A0A015TX99|g__Bacteroides.s__Bacteroides_dorei	4.2725165360
UniRef90_A0A015TX99|g__Bacteroides.s__Bacteroides_vulgatus	2.1929824561
UniRef90_C6IR31	6.4412238325
UniRef90_C6IR31|g__Bacteroides.s__Bacteroides_vulgatus	6.4412238325
UniRef90_I8W3S8	6.4412238325
UniRef90_I8W3S8|g__Bacteroides.s__Bacteroides_dorei	6.4412238325
UniRef90_R6HIA1	6.4308681672
UniRef90_R6HIA1|g__Bacteroides.s__Bacteroides_dorei	5.3590568060
UniRef90_R6HIA1|g__Bacteroides.s__Bacteroides_vulgatus	1.0718113612
UniRef90_R7EL07	6.4214827788
UniRef90_R7EL07|g__Bacteroides.s__Bacteroides_dorei	6.4214827788
UniRef90_A6L0Y7	6.4102564103
UniRef90_A6L0Y7|g__Bacteroides.s__Bacteroides_vulgatus	6.4102564103
UniRef90_A6L4L8	6.4102564103
UniRef90_A6L4L8|g__Bacteroides.s__Bacteroides_dorei	6.4102564103
UniRef90_A6L4M1	6.4102564103
UniRef90_A6L4M1|g__Bacteroides.s__Bacteroides_dorei	6.4102564103
UniRef90_A6L533	6.4102564103
UniRef90_A6L533|g__Bacteroides.s__Bacteroides_dorei	4.2735042735
UniRef90_A6L533|g__Bacteroides.s__Bacteroides_vulgatus	2.1367521368
UniRef90_D4V9Z7	6.4102564103
UniRef90_D4V9Z7|g__Bacteroides.s__Bacteroides_vulgatus	6.4102564103
UniRef90_I9QJZ0	6.4102564103
UniRef90_I9QJZ0|g__Bacteroides.s__Bacteroides_dorei	6.4102564103
UniRef90_J9GSU8	6.4102564103
UniRef90_J9GSU8|g__Bacteroides.s__Bacteroides_dorei	3.6630036630
UniRef90_J9GSU8|g__Bacteroides.s__Bacteroides_vulgatus	2.7472527473
UniRef90_Q8A8S0	6.4102564103
UniRef90_Q8A8S0|g__Bacteroides.s__Bacteroides_dorei	6.4102564103
UniRef90_R6HKQ0	6.4102564103
UniRef90_R6HKQ0|g__Bacteroides.s__Bacteroides_dorei	6.4102564103
UniRef90_R9HMA0	6.4102564103
UniRef90_R9HMA0|g__Bacteroides.s__Bacteroides_vulgatus	6.4102564103
UniRef90_R9HXN9	6.4102564103
UniRef90_R9HXN9|g__Bacteroides.s__Bacteroides_vulgatus	6.4102564103
UniRef90_A6L7R1	6.4102564103
UniRef90_A6L7R1|g__Bacteroides.s__Bacteroides_vulgatus	6.4102564103
UniRef90_R7NQP2	6.4102564103
UniRef90_R7NQP2|g__Bacteroides.s__Bacteroides_dorei	3.8461538462
UniRef90_R7NQP2|g__Bacteroides.s__Bacteroides_vulgatus	2.5641025641
UniRef90_Q64WL2	6.4040028386
UniRef90_Q64WL2|g__Bacteroides.s__Bacteroides_dorei	3.8095238095
