# Gene Family	demo_Abundance-RPKs
UniRef90_I8W0W9	1.5082956259
UniRef90_I8W0W9|g__Bacteroides.s__Bacteroides_dorei	1.5082956259
UniRef90_R6HU33	1.5082956259
UniRef90_R6HU33|g__Bacteroides.s__Bacteroides_dorei	1.5082956259
UniRef90_R6HX13	1.5082956259
UniRef90_R6HX13|g__Bacteroides.s__Bacteroides_vulgatus	1.5082956259
UniRef90_R5REA9	1.5060240964
UniRef90_R5REA9|g__Bacteroides.s__Bacteroides_vulgatus	1.0040160643
UniRef90_R5REA9|g__Bacteroides.s__Bacteroides_dorei	0.5020080321
UniRef90_R6Z7L2	1.5037593985
UniRef90_R6Z7L2|g__Bacteroides.s__Bacteroides_dorei	1.5037593985
UniRef90_A6L1S2	1.5015015015
UniRef90_A6L1S2|g__Bacteroides.s__Bacteroides_vulgatus	1.5015015015
UniRef90_R6HHT4	1.5015015015
UniRef90_R6HHT4|g__Bacteroides.s__Bacteroides_dorei	1.5015015015
UniRef90_R6HFQ1	1.4981273408
UniRef90_R6HFQ1|g__Bacteroides.s__Bacteroides_dorei	1.4981273408
UniRef90_I9RD01	1.4947683109
UniRef90_I9RD01|g__Bacteroides.s__Bacteroides_dorei	1.4947683109
UniRef90_Q8ABZ0	1.4914243102
UniRef90_Q8ABZ0|g__Bacteroides.s__Bacteroides_dorei	0.7457121551
UniRef90_Q8ABZ0|g__Bacteroides.s__Bacteroides_vulgatus	0.7457121551
UniRef90_K6BA88	1.4880952381
UniRef90_K6BA88|g__Bacteroides.s__Bacteroides_dorei	1.4880952381
UniRef90_R7P1Z1	1.4880952381
UniRef90_R7P1Z1|g__Bacteroides.s__Bacteroides_vulgatus	1.4880952381
UniRef90_I8WTY2	1.4847809948
UniRef90_I8WTY2|g__Bacteroides.s__Bacteroides_vulgatus	1.4847809948
UniRef90_A0A015YDJ3	1.4814814815
UniRef90_A0A015YDJ3|g__Bacteroides.s__Bacteroides_dorei	1.4814814815
UniRef90_C6IQE1	1.4814814815
UniRef90_C6IQE1|g__Bacteroides.s__Bacteroides_vulgatus	1.4814814815
UniRef90_D4V723	1.4814814815
UniRef90_D4V723|g__Bacteroides.s__Bacteroides_vulgatus	1.4814814815
UniRef90_R6HFX7	1.4814814815
UniRef90_R6HFX7|g__Bacteroides.s__Bacteroides_vulgatus	1.4814814815
UniRef90_R6IGH4	1.4814814815
UniRef90_R6IGH4|g__Bacteroides.s__Bacteroides_vulgatus	1.4814814815
UniRef90_R7P3A9	1.4814814815
UniRef90_R7P3A9|g__Bacteroides.s__Bacteroides_dorei	1.4814814815
UniRef90_A6L592	1.4781966001
UniRef90_A6L592|g__Bacteroides.s__Bacteroides_dorei	1.4781966001
UniRef90_A6KXS9	1.4749262537
UniRef90_A6KXS9|g__Bacteroides.s__Bacteroides_vulgatus	1.4749262537
UniRef90_R6HJG0	1.4749262537
UniRef90_R6HJG0|g__Bacteroides.s__Bacteroides_dorei	0.7374631268
UniRef90_R6HJG0|g__Bacteroides.s__Bacteroides_vulgatus	0.7374631268
UniRef90_R9H976	1.4749262537
UniRef90_R9H976|g__Bacteroides.s__Bacteroides_vulgatus	1.4749262537
UniRef90_C3RGJ5	1.4716703458
UniRef90_C3RGJ5|g__Bacteroides.s__Bacteroides_dorei	1.4716703458
UniRef90_R6IIV3	1.4716703458
UniRef90_R6IIV3|g__Bacteroides.s__Bacteroides_dorei	1.4716703458
UniRef90_R6HH18	1.4684287812
UniRef90_R6HH18|g__Bacteroides.s__Bacteroides_dorei	1.4684287812
UniRef90_R9HEN7	1.4684287812
UniRef90_R9HEN7|g__Bacteroides.s__Bacteroides_vulgatus	1.4684287812
UniRef90_A6L0U4	1.4619883041
UniRef90_A6L0U4|g__Bacteroides.s__Bacteroides_vulgatus	1.4619883041
UniRef90_A6L093	1.4587892050
UniRef90_A6L093|g__Bacteroides.s__Bacteroides_dorei	1.4587892050
UniRef90_A6L3H9	1.4556040757
UniRef90_A6L3H9|g__Bacteroides.s__Bacteroides_vulgatus	1.4556040757
UniRef90_R6HKB5	1.4556040757
UniRef90_R6HKB5|g__Bacteroides.s__Bacteroides_dorei	1.4556040757
UniRef90_R6HSI1	1.4524328250
UniRef90_R6HSI1|g__Bacteroides.s__Bacteroides_vulgatus	1.4524328250
UniRef90_A6L7M9	1.4492753623
UniRef90_A6L7M9|g__Bacteroides.s__Bacteroides_vulgatus	1.4492753623
UniRef90_R6HV59	1.4471780029
UniRef90_R6HV59|g__Bacteroides.s__Bacteroides_dorei	1.4471780029
UniRef90_I8W186	1.4430014430
UniRef90_I8W186|g__Bacteroides.s__Bacteroides_dorei	1.4430014430
UniRef90_Q64SC7	1.4430014430
UniRef90_Q64SC7|g__Bacteroides.s__Bacteroides_dorei	1.4430014430
UniRef90_R6HZS1	1.4409221902
UniRef90_R6HZS1|g__Bacteroides.s__Bacteroides_vulgatus	1.4409221902
UniRef90_R9HZS0	1.4398848092
UniRef90_R9HZS0|g__Bacteroides.s__Bacteroides_dorei	1.4398848092
UniRef90_R6IFM6	1.4367816092
UniRef90_R6IFM6|g__Bacteroides.s__Bacteroides_vulgatus	1.4367816092
UniRef90_R7P072	1.4367816092
UniRef90_R7P072|g__Bacteroides.s__Bacteroides_vulgatus	1.4367816092
UniRef90_R7P1C0	1.4367816092
UniRef90_R7P1C0|g__Bacteroides.s__Bacteroides_vulgatus	1.4367816092
UniRef90_R6IIS1	1.4367816092
UniRef90_R6IIS1|g__Bacteroides.s__Bacteroides_dorei	1.4367816092
UniRef90_R9HGN7	1.4357501795
UniRef90_R9HGN7|g__Bacteroides.s__Bacteroides_vulgatus	1.4357501795
UniRef90_A0A016CX89	1.4306151645
UniRef90_A0A016CX89|g__Bacteroides.s__Bacteroides_dorei	1.4306151645
UniRef90_C6ZBW8	1.4306151645
UniRef90_C6ZBW8|g__Bacteroides.s__Bacteroides_dorei	1.4306151645
UniRef90_R6HM22	1.4306151645
UniRef90_R6HM22|g__Bacteroides.s__Bacteroides_dorei	1.4306151645
UniRef90_R6HQ23	1.4306151645
UniRef90_R6HQ23|g__Bacteroides.s__Bacteroides_vulgatus	1.4306151645
UniRef90_R7NRL3	1.4306151645
UniRef90_R7NRL3|g__Bacteroides.s__Bacteroides_dorei	1.4306151645
UniRef90_R7NUE2	1.4306151645
UniRef90_R7NUE2|g__Bacteroides.s__Bacteroides_vulgatus	1.4306151645
UniRef90_I8VEK0	1.4275517488
UniRef90_I8VEK0|g__Bacteroides.s__Bacteroides_dorei	1.4275517488
UniRef90_R6HKI6	1.4275517488
UniRef90_R6HKI6|g__Bacteroides.s__Bacteroides_vulgatus	1.4275517488
UniRef90_R7NWE2	1.4275517488
UniRef90_R7NWE2|g__Bacteroides.s__Bacteroides_dorei	1.4275517488
UniRef90_R7NXC2	1.4275517488
UniRef90_R7NXC2|g__Bacteroides.s__Bacteroides_dorei	0.7137758744
UniRef90_R7NXC2|g__Bacteroides.s__Bacteroides_vulgatus	0.7137758744
UniRef90_D1K5A6	1.4245014245
UniRef90_D1K5A6|g__Bacteroides.s__Bacteroides_dorei	1.4245014245
UniRef90_R6ILR7	1.4245014245
UniRef90_R6ILR7|g__Bacteroides.s__Bacteroides_dorei	1.4245014245
UniRef90_R6HI55	1.4214705704
UniRef90_R6HI55|g__Bacteroides.s__Bacteroides_vulgatus	0.7122507123
UniRef90_R6HI55|g__Bacteroides.s__Bacteroides_dorei	0.7092198582
UniRef90_R6HRD2	1.4214641080
UniRef90_R6HRD2|g__Bacteroides.s__Bacteroides_vulgatus	1.4214641080
UniRef90_A6KXP4	1.4184397163
UniRef90_A6KXP4|g__Bacteroides.s__Bacteroides_dorei	0.7092198582
UniRef90_A6KXP4|g__Bacteroides.s__Bacteroides_vulgatus	0.7092198582
UniRef90_A6L428	1.4184397163
UniRef90_A6L428|g__Bacteroides.s__Bacteroides_vulgatus	1.4184397163
UniRef90_F9Z5Q0	1.4184397163
UniRef90_F9Z5Q0|g__Bacteroides.s__Bacteroides_dorei	0.7092198582
UniRef90_F9Z5Q0|g__Bacteroides.s__Bacteroides_vulgatus	0.7092198582
UniRef90_Q64SD7	1.4184397163
UniRef90_Q64SD7|g__Bacteroides.s__Bacteroides_dorei	1.4184397163
UniRef90_R7P1T2	1.4154281670
UniRef90_R7P1T2|g__Bacteroides.s__Bacteroides_dorei	1.4154281670
UniRef90_I8VY13	1.4124293785
UniRef90_I8VY13|g__Bacteroides.s__Bacteroides_dorei	1.4124293785
UniRef90_R6IIQ7	1.4124293785
UniRef90_R6IIQ7|g__Bacteroides.s__Bacteroides_dorei	1.4124293785
UniRef90_R6IJX7	1.4124293785
UniRef90_R6IJX7|g__Bacteroides.s__Bacteroides_vulgatus	1.4124293785
UniRef90_R9HMS0	1.4124293785
UniRef90_R9HMS0|g__Bacteroides.s__Bacteroides_vulgatus	1.4124293785
UniRef90_A6L0E8	1.4094432699
UniRef90_A6L0E8|g__Bacteroides.s__Bacteroides_vulgatus	1.4094432699
UniRef90_A6L6T5	1.4094432699
UniRef90_A6L6T5|g__Bacteroides.s__Bacteroides_vulgatus	1.4094432699
UniRef90_I9FRB2	1.4094432699
UniRef90_I9FRB2|g__Bacteroides.s__Bacteroides_dorei	1.4094432699
UniRef90_C3QU78	1.4064697609
UniRef90_C3QU78|g__Bacteroides.s__Bacteroides_dorei	1.4064697609
UniRef90_R9HXH6	1.4064697609
UniRef90_R9HXH6|g__Bacteroides.s__Bacteroides_vulgatus	1.4064697609
UniRef90_I9QHX7	1.4035087719
UniRef90_I9QHX7|g__Bacteroides.s__Bacteroides_dorei	1.4035087719
UniRef90_R6IKM1	1.4035087719
UniRef90_R6IKM1|g__Bacteroides.s__Bacteroides_dorei	1.4035087719
UniRef90_C3R6R5	1.4005602241
UniRef90_C3R6R5|g__Bacteroides.s__Bacteroides_vulgatus	1.4005602241
UniRef90_I7BNP5	1.4005602241
UniRef90_I7BNP5|g__Bacteroides.s__Bacteroides_dorei	1.4005602241
UniRef90_R6IKP2	1.4005602241
UniRef90_R6IKP2|g__Bacteroides.s__Bacteroides_dorei	1.4005602241
UniRef90_I8XWD6	1.3976240391
UniRef90_I8XWD6|g__Bacteroides.s__Bacteroides_dorei	0.6988120196
UniRef90_I8XWD6|g__Bacteroides.s__Bacteroides_vulgatus	0.6988120196
UniRef90_I9QBS1	1.3976240391
UniRef90_I9QBS1|g__Bacteroides.s__Bacteroides_dorei	1.3976240391
UniRef90_A6KZ31	1.3917884482
UniRef90_A6KZ31|g__Bacteroides.s__Bacteroides_dorei	1.3917884482
UniRef90_A6KYR2	1.3888888889
UniRef90_A6KYR2|g__Bacteroides.s__Bacteroides_dorei	1.3888888889
UniRef90_A6L2Q3	1.3888888889
UniRef90_A6L2Q3|g__Bacteroides.s__Bacteroides_vulgatus	1.3888888889
UniRef90_I8VRU4	1.3888888889
UniRef90_I8VRU4|g__Bacteroides.s__Bacteroides_dorei	1.3888888889
UniRef90_R9HT40	1.3888888889
UniRef90_R9HT40|g__Bacteroides.s__Bacteroides_vulgatus	1.3888888889
UniRef90_A6L2Y0	1.3860013860
UniRef90_A6L2Y0|g__Bacteroides.s__Bacteroides_vulgatus	1.3860013860
UniRef90_C3RDI9	1.3860013860
UniRef90_C3RDI9|g__Bacteroides.s__Bacteroides_dorei	1.3860013860
UniRef90_R7NV88	1.3860013860
UniRef90_R7NV88|g__Bacteroides.s__Bacteroides_vulgatus	1.3860013860
UniRef90_R9I2K5	1.3850415512
UniRef90_R9I2K5|g__Bacteroides.s__Bacteroides_vulgatus	1.3850415512
UniRef90_C3R9Y0	1.3845621322
UniRef90_C3R9Y0|g__Bacteroides.s__Bacteroides_dorei	1.3845621322
UniRef90_A6L2L1	1.3831258645
UniRef90_A6L2L1|g__Bacteroides.s__Bacteroides_dorei	1.3831258645
UniRef90_R7NZ87	1.3831258645
UniRef90_R7NZ87|g__Bacteroides.s__Bacteroides_vulgatus	1.3831258645
UniRef90_R6HI33	1.3802622498
UniRef90_R6HI33|g__Bacteroides.s__Bacteroides_dorei	1.3802622498
UniRef90_C3R541	1.3774104683
UniRef90_C3R541|g__Bacteroides.s__Bacteroides_dorei	1.3774104683
UniRef90_R7P1I2	1.3774104683
UniRef90_R7P1I2|g__Bacteroides.s__Bacteroides_vulgatus	1.3774104683
UniRef90_R7P011	1.3755158184
UniRef90_R7P011|g__Bacteroides.s__Bacteroides_vulgatus	1.3755158184
UniRef90_I8WEJ4	1.3745704467
UniRef90_I8WEJ4|g__Bacteroides.s__Bacteroides_dorei	1.3745704467
UniRef90_A6KXE9	1.3703684925
UniRef90_A6KXE9|g__Bacteroides.s__Bacteroides_dorei	1.3703684925
UniRef90_R9H4J8	1.3661202186
UniRef90_R9H4J8|g__Bacteroides.s__Bacteroides_vulgatus	1.3661202186
UniRef90_J9F9P5	1.3642564802
UniRef90_J9F9P5|g__Bacteroides.s__Bacteroides_dorei	1.3642564802
UniRef90_I9QUM5	1.3605442177
UniRef90_I9QUM5|g__Bacteroides.s__Bacteroides_dorei	1.3605442177
UniRef90_R9H4C0	1.3577732519
UniRef90_R9H4C0|g__Bacteroides.s__Bacteroides_vulgatus	1.3577732519
UniRef90_I8UUN1	1.3550135501
UniRef90_I8UUN1|g__Bacteroides.s__Bacteroides_dorei	1.3550135501
UniRef90_I8VTH8	1.3550135501
UniRef90_I8VTH8|g__Bacteroides.s__Bacteroides_dorei	1.3550135501
UniRef90_Q64SA9	1.3550135501
UniRef90_Q64SA9|g__Bacteroides.s__Bacteroides_dorei	1.3550135501
UniRef90_Q8AA38	1.3550135501
UniRef90_Q8AA38|g__Bacteroides.s__Bacteroides_dorei	1.3550135501
UniRef90_A6L080	1.3495276653
UniRef90_A6L080|g__Bacteroides.s__Bacteroides_dorei	1.3495276653
UniRef90_A6L0C7	1.3495276653
UniRef90_A6L0C7|g__Bacteroides.s__Bacteroides_vulgatus	1.3495276653
UniRef90_A6L1H9	1.3495276653
UniRef90_A6L1H9|g__Bacteroides.s__Bacteroides_vulgatus	1.3495276653
UniRef90_R9H4Z4	1.3495276653
UniRef90_R9H4Z4|g__Bacteroides.s__Bacteroides_vulgatus	1.3495276653
UniRef90_R7P1F5	1.3484358145
UniRef90_R7P1F5|g__Bacteroides.s__Bacteroides_dorei	1.3484358145
UniRef90_C3RF19	1.3481631277
UniRef90_C3RF19|g__Bacteroides.s__Bacteroides_vulgatus	1.3481631277
UniRef90_A6L0F4	1.3440860215
UniRef90_A6L0F4|g__Bacteroides.s__Bacteroides_vulgatus	1.3440860215
UniRef90_I8VXT7	1.3440860215
UniRef90_I8VXT7|g__Bacteroides.s__Bacteroides_dorei	1.3440860215
UniRef90_R7NTR2	1.3440860215
UniRef90_R7NTR2|g__Bacteroides.s__Bacteroides_dorei	1.3440860215
UniRef90_A6KXN2	1.3400335008
UniRef90_A6KXN2|g__Bacteroides.s__Bacteroides_dorei	1.3400335008
UniRef90_A6KXB4	1.3386880857
UniRef90_A6KXB4|g__Bacteroides.s__Bacteroides_dorei	1.3386880857
UniRef90_C3REY1	1.3386880857
UniRef90_C3REY1|g__Bacteroides.s__Bacteroides_dorei	1.3386880857
UniRef90_R6HXU4	1.3386880857
UniRef90_R6HXU4|g__Bacteroides.s__Bacteroides_vulgatus	1.3386880857
UniRef90_R9HGM4	1.3360053440
UniRef90_R9HGM4|g__Bacteroides.s__Bacteroides_vulgatus	1.3360053440
UniRef90_A6L1E9	1.3333333333
UniRef90_A6L1E9|g__Bacteroides.s__Bacteroides_vulgatus	1.3333333333
UniRef90_I9R3P1	1.3333333333
UniRef90_I9R3P1|g__Bacteroides.s__Bacteroides_dorei	1.3333333333
UniRef90_R9HFX7	1.3333333333
UniRef90_R9HFX7|g__Bacteroides.s__Bacteroides_vulgatus	1.3333333333
UniRef90_R6HF32	1.3297872340
UniRef90_R6HF32|g__Bacteroides.s__Bacteroides_vulgatus	1.3297872340
UniRef90_R6HTK2	1.3280212483
UniRef90_R6HTK2|g__Bacteroides.s__Bacteroides_dorei	1.3280212483
UniRef90_R6HWE3	1.3280212483
UniRef90_R6HWE3|g__Bacteroides.s__Bacteroides_dorei	1.3280212483
UniRef90_R9H4E4	1.3280212483
UniRef90_R9H4E4|g__Bacteroides.s__Bacteroides_vulgatus	1.3280212483
UniRef90_Q5L7N5	1.3253810471
UniRef90_Q5L7N5|g__Bacteroides.s__Bacteroides_dorei	1.3253810471
UniRef90_I9F0U3	1.3227513228
UniRef90_I9F0U3|g__Bacteroides.s__Bacteroides_dorei	1.3227513228
UniRef90_R9H3M5	1.3227513228
UniRef90_R9H3M5|g__Bacteroides.s__Bacteroides_vulgatus	1.3227513228
UniRef90_R6HSI7	1.3201320132
UniRef90_R6HSI7|g__Bacteroides.s__Bacteroides_dorei	1.3201320132
UniRef90_I9FT82	1.3184342020
UniRef90_I9FT82|g__Bacteroides.s__Bacteroides_dorei	1.3184342020
UniRef90_Q8A8P9	1.3175230567
UniRef90_Q8A8P9|g__Bacteroides.s__Bacteroides_dorei	0.6587615283
UniRef90_Q8A8P9|g__Bacteroides.s__Bacteroides_vulgatus	0.6587615283
UniRef90_R6HXR8	1.3175230567
UniRef90_R6HXR8|g__Bacteroides.s__Bacteroides_dorei	1.3175230567
UniRef90_R9HK13	1.3175230567
UniRef90_R9HK13|g__Bacteroides.s__Bacteroides_vulgatus	1.3175230567
UniRef90_A6KYC2	1.3123359580
UniRef90_A6KYC2|g__Bacteroides.s__Bacteroides_vulgatus	1.3123359580
UniRef90_R6HRB2	1.3106159895
UniRef90_R6HRB2|g__Bacteroides.s__Bacteroides_dorei	1.3106159895
UniRef90_A6KXE8	1.3097576948
UniRef90_A6KXE8|g__Bacteroides.s__Bacteroides_vulgatus	1.3097576948
UniRef90_R6IEJ0	1.3097576948
UniRef90_R6IEJ0|g__Bacteroides.s__Bacteroides_vulgatus	1.3097576948
UniRef90_R6HSY4	1.3071895425
UniRef90_R6HSY4|g__Bacteroides.s__Bacteroides_dorei	1.3071895425
UniRef90_E5UPI7	1.3046314416
UniRef90_E5UPI7|g__Bacteroides.s__Bacteroides_dorei	0.6523157208
UniRef90_E5UPI7|g__Bacteroides.s__Bacteroides_vulgatus	0.6523157208
UniRef90_A0A016AWW1	1.3020833333
UniRef90_A0A016AWW1|g__Bacteroides.s__Bacteroides_dorei	1.3020833333
UniRef90_I9QGR8	1.3020833333
UniRef90_I9QGR8|g__Bacteroides.s__Bacteroides_dorei	1.3020833333
UniRef90_R5W3T1	1.3020833333
UniRef90_R5W3T1|g__Bacteroides.s__Bacteroides_vulgatus	1.3020833333
UniRef90_R5MIX2	1.2995451592
UniRef90_R5MIX2|g__Bacteroides.s__Bacteroides_dorei	0.6497725796
UniRef90_R5MIX2|g__Bacteroides.s__Bacteroides_vulgatus	0.6497725796
UniRef90_I9FX50	1.2970168612
UniRef90_I9FX50|g__Bacteroides.s__Bacteroides_dorei	1.2970168612
UniRef90_R6IIK1	1.2919896641
UniRef90_R6IIK1|g__Bacteroides.s__Bacteroides_dorei	1.2919896641
UniRef90_R7P4B4	1.2919896641
UniRef90_R7P4B4|g__Bacteroides.s__Bacteroides_vulgatus	1.2919896641
UniRef90_R6HUF0	1.2894906512
UniRef90_R6HUF0|g__Bacteroides.s__Bacteroides_dorei	1.2894906512
UniRef90_I9A2S6	1.2870012870
UniRef90_I9A2S6|g__Bacteroides.s__Bacteroides_vulgatus	1.2870012870
UniRef90_R6DC54	1.2870012870
UniRef90_R6DC54|g__Bacteroides.s__Bacteroides_vulgatus	1.2870012870
UniRef90_R6HTX3	1.2870012870
UniRef90_R6HTX3|g__Bacteroides.s__Bacteroides_dorei	1.2870012870
UniRef90_I8VXH7	1.2820512821
UniRef90_I8VXH7|g__Bacteroides.s__Bacteroides_dorei	1.2820512821
UniRef90_R7ECK7	1.2820512821
UniRef90_R7ECK7|g__Bacteroides.s__Bacteroides_dorei	1.2820512821
UniRef90_T4HXA1	1.2820512821
UniRef90_T4HXA1|g__Bacteroides.s__Bacteroides_dorei	1.2820512821
UniRef90_A6KX57	1.2783636945
UniRef90_A6KX57|g__Bacteroides.s__Bacteroides_dorei	1.2783636945
UniRef90_A6L3Y8	1.2771392082
UniRef90_A6L3Y8|g__Bacteroides.s__Bacteroides_dorei	1.2771392082
UniRef90_A6KZM4	1.2746972594
UniRef90_A6KZM4|g__Bacteroides.s__Bacteroides_dorei	1.2746972594
UniRef90_A6L6V3	1.2722646310
UniRef90_A6L6V3|g__Bacteroides.s__Bacteroides_vulgatus	1.2722646310
UniRef90_A6L535	1.2674271229
UniRef90_A6L535|g__Bacteroides.s__Bacteroides_dorei	1.2674271229
UniRef90_A6L6C3	1.2674271229
UniRef90_A6L6C3|g__Bacteroides.s__Bacteroides_dorei	1.2674271229
UniRef90_B3CD11	1.2674271229
UniRef90_B3CD11|g__Bacteroides.s__Bacteroides_vulgatus	1.2674271229
UniRef90_Q64SI8	1.2674271229
UniRef90_Q64SI8|g__Bacteroides.s__Bacteroides_dorei	1.2674271229
UniRef90_R9H7J3	1.2674271229
UniRef90_R9H7J3|g__Bacteroides.s__Bacteroides_vulgatus	1.2674271229
UniRef90_A6KYM0	1.2651360201
UniRef90_A6KYM0|g__Bacteroides.s__Bacteroides_dorei	0.6385696041
UniRef90_A6KYM0|g__Bacteroides.s__Bacteroides_vulgatus	0.6265664160
UniRef90_R7NYG6	1.2650221379
UniRef90_R7NYG6|g__Bacteroides.s__Bacteroides_vulgatus	1.2650221379
UniRef90_R9H6R7	1.2626262626
UniRef90_R9H6R7|g__Bacteroides.s__Bacteroides_vulgatus	1.2626262626
UniRef90_S0FBR1	1.2626262626
UniRef90_S0FBR1|g__Bacteroides.s__Bacteroides_dorei	1.2626262626
UniRef90_R6IJZ8	1.2588368681
UniRef90_R6IJZ8|g__Bacteroides.s__Bacteroides_vulgatus	1.2588368681
UniRef90_A6KX81	1.2578616352
UniRef90_A6KX81|g__Bacteroides.s__Bacteroides_vulgatus	1.2578616352
UniRef90_C6Z3G4	1.2578616352
UniRef90_C6Z3G4|g__Bacteroides.s__Bacteroides_dorei	0.6289308176
UniRef90_C6Z3G4|g__Bacteroides.s__Bacteroides_vulgatus	0.6289308176
UniRef90_R7P1T9	1.2554927809
UniRef90_R7P1T9|g__Bacteroides.s__Bacteroides_vulgatus	1.2554927809
UniRef90_R9H3B8	1.2531328321
UniRef90_R9H3B8|g__Bacteroides.s__Bacteroides_vulgatus	1.2531328321
UniRef90_R9HER8	1.2531328321
UniRef90_R9HER8|g__Bacteroides.s__Bacteroides_vulgatus	1.2531328321
UniRef90_R6IGP6	1.2496094970
UniRef90_R6IGP6|g__Bacteroides.s__Bacteroides_vulgatus	0.9372071228
UniRef90_R6IGP6|g__Bacteroides.s__Bacteroides_dorei	0.3124023743
UniRef90_A6KX84	1.2437810945
UniRef90_A6KX84|g__Bacteroides.s__Bacteroides_dorei	0.6218905473
UniRef90_A6KX84|g__Bacteroides.s__Bacteroides_vulgatus	0.6218905473
UniRef90_A0A015V1U6	1.2391573730
UniRef90_A0A015V1U6|g__Bacteroides.s__Bacteroides_dorei	1.2391573730
UniRef90_D4V8W2	1.2391573730
UniRef90_D4V8W2|g__Bacteroides.s__Bacteroides_vulgatus	1.2391573730
UniRef90_R6IF57	1.2391573730
UniRef90_R6IF57|g__Bacteroides.s__Bacteroides_dorei	1.2391573730
UniRef90_R7NU19	1.2391573730
UniRef90_R7NU19|g__Bacteroides.s__Bacteroides_dorei	1.2391573730
UniRef90_C3QU71	1.2345679012
UniRef90_C3QU71|g__Bacteroides.s__Bacteroides_dorei	1.2345679012
UniRef90_I8W4J7	1.2345679012
UniRef90_I8W4J7|g__Bacteroides.s__Bacteroides_dorei	1.2345679012
UniRef90_A6L4F5	1.2322858903
UniRef90_A6L4F5|g__Bacteroides.s__Bacteroides_dorei	1.2322858903
UniRef90_R6I173	1.2322858903
UniRef90_R6I173|g__Bacteroides.s__Bacteroides_vulgatus	1.2322858903
UniRef90_I8WID7	1.2300123001
UniRef90_I8WID7|g__Bacteroides.s__Bacteroides_dorei	1.2300123001
UniRef90_R7P4E9	1.2300123001
UniRef90_R7P4E9|g__Bacteroides.s__Bacteroides_dorei	1.2300123001
UniRef90_I8WBQ4	1.2277470841
UniRef90_I8WBQ4|g__Bacteroides.s__Bacteroides_dorei	1.2277470841
UniRef90_A6L7U0	1.2254901961
UniRef90_A6L7U0|g__Bacteroides.s__Bacteroides_dorei	1.2254901961
UniRef90_C3QUG1	1.2254901961
UniRef90_C3QUG1|g__Bacteroides.s__Bacteroides_dorei	1.2254901961
UniRef90_R9HBT1	1.2254901961
UniRef90_R9HBT1|g__Bacteroides.s__Bacteroides_vulgatus	1.2254901961
UniRef90_I9RCZ8	1.2210012210
UniRef90_I9RCZ8|g__Bacteroides.s__Bacteroides_dorei	1.2210012210
UniRef90_D4VMX4	1.2187690433
UniRef90_D4VMX4|g__Bacteroides.s__Bacteroides_dorei	1.2187690433
UniRef90_R6HT46	1.2187690433
UniRef90_R6HT46|g__Bacteroides.s__Bacteroides_vulgatus	1.2187690433
UniRef90_R6IM44	1.2187690433
UniRef90_R6IM44|g__Bacteroides.s__Bacteroides_dorei	1.2187690433
UniRef90_A6KXZ8	1.2165450122
UniRef90_A6KXZ8|g__Bacteroides.s__Bacteroides_dorei	1.2165450122
UniRef90_C6Z3K9	1.2165450122
UniRef90_C6Z3K9|g__Bacteroides.s__Bacteroides_vulgatus	1.2165450122
UniRef90_R6IF93	1.2165450122
UniRef90_R6IF93|g__Bacteroides.s__Bacteroides_dorei	1.2165450122
UniRef90_R6LHU5	1.2165450122
UniRef90_R6LHU5|g__Bacteroides.s__Bacteroides_dorei	1.2165450122
UniRef90_R6IJE7	1.2153613708
UniRef90_R6IJE7|g__Bacteroides.s__Bacteroides_dorei	1.2153613708
UniRef90_A6L2E5	1.2121212121
UniRef90_A6L2E5|g__Bacteroides.s__Bacteroides_dorei	1.2121212121
UniRef90_R6HR92	1.2121212121
UniRef90_R6HR92|g__Bacteroides.s__Bacteroides_vulgatus	1.2121212121
UniRef90_R9HG69	1.2121212121
UniRef90_R9HG69|g__Bacteroides.s__Bacteroides_vulgatus	1.2121212121
UniRef90_A6KZ76	1.2077294686
UniRef90_A6KZ76|g__Bacteroides.s__Bacteroides_vulgatus	1.2077294686
UniRef90_E5X0C2	1.2077294686
UniRef90_E5X0C2|g__Bacteroides.s__Bacteroides_dorei	1.2077294686
UniRef90_I8WK51	1.2077294686
UniRef90_I8WK51|g__Bacteroides.s__Bacteroides_dorei	1.2077294686
UniRef90_I9E8J1	1.2077294686
UniRef90_I9E8J1|g__Bacteroides.s__Bacteroides_vulgatus	1.2077294686
UniRef90_R9HR23	1.2033694344
UniRef90_R9HR23|g__Bacteroides.s__Bacteroides_vulgatus	1.2033694344
UniRef90_C6IR38	1.1968880910
UniRef90_C6IR38|g__Bacteroides.s__Bacteroides_vulgatus	1.1968880910
UniRef90_R6HTS6	1.1947431302
UniRef90_R6HTS6|g__Bacteroides.s__Bacteroides_dorei	0.5973715651
UniRef90_R6HTS6|g__Bacteroides.s__Bacteroides_vulgatus	0.5973715651
UniRef90_A6KXB3	1.1904761905
UniRef90_A6KXB3|g__Bacteroides.s__Bacteroides_dorei	1.1904761905
UniRef90_R5W221	1.1904761905
UniRef90_R5W221|g__Bacteroides.s__Bacteroides_vulgatus	1.1904761905
UniRef90_R6I038	1.1904761905
UniRef90_R6I038|g__Bacteroides.s__Bacteroides_dorei	1.1904761905
UniRef90_R7P0P1	1.1904761905
UniRef90_R7P0P1|g__Bacteroides.s__Bacteroides_vulgatus	1.1904761905
UniRef90_I9QS55	1.1862396204
UniRef90_I9QS55|g__Bacteroides.s__Bacteroides_dorei	1.1862396204
UniRef90_Q5L8Z8	1.1862396204
