	N00002	N00003	N00005	N00007	N00009	N00010	N00011	N00015	N00017	N00019	N00021	N00022	N00024	N00027	N00028	N00029	N00032	N00033	N00034	N00040	N00042	N00044	N00046	N00047	N00048	N00050	N00053	N00054	N00056	N00058	N00060	N00061	N00062	N00064	N00066	N00067	N00070	N00071	N00072	N00076	N00078	N00080	N00082	N00084	N00086	N00088	N00089	N00090	N00091	N00092	N00093	N00100	N00102	N00104	N00106	N00108	N00109	N00112	N00114	N00115	N00116	N00117	N00119	N00120	N00121	N00123	N00125	N00127	N00129	N00133	N00134	N00136	N00138	N00140	N00141	N00143	N00144	N00146	N00148	N00150	N00153	N00154	N00157	N00159	N00161	N00164	N00166	N00170	N00172	N00174	N00176	N00177	N00178	N00179	N00180	N00182	N00184	N00185	N00186	N00188	N00190	N00192	N00193	N00194	N00195	N00197	N00198	N00199	N00200	N00201	N00202	N00203	N00205	N00207	N00209	N00211	N00213	N00215	N00216	N00217	N00219	N00221	N00222	N00223	N00225	N00228	N00229	N00230	N00234	N00236	N00237	N00240	N00241	N00242	N00243	N00244	N00246	N00248	N00254	N00255	N00256	N00257	N00263	N00265	N00267	N00269	N00272	N00275	N00277	N00278	N00279	N00284	N00285	N00286	N00287	N00291	N00292	N00294	N00297	N00299	N00300	N00313	N00319	N00326	N00328	N00329	N00356	N00357	N00358	N00360	N00362	N00364	N00366	N00367	N00368	N00370	N00371	N00372	N00373	N00378	N00380	N00383	N00385	N00387	N00391	N00395	N00398	N00399	N00401	N00403	N00404	N00408	N00410	N00412	N00414	N00415	N00417	N00418	N00420	N00422	N00424	N00428	N00430	N00431	N00432	N00436	N00440	N00442	N00446	N00447	N00449	N00453	N00457	N00460	N00461	N00469	N00471	N00472	N00473	N00474	N00477	N00479	N00481	N00483	N00485	N00487	N00488	N00489	N00496	N00497	N00499	N00501	N00505	N00507	N00510	N00513	N00514	N00515	N00518	N00520	N00522	N00525	N00529	N00650	N00652	N00654	N00656	N00657	N00658	N00661	N00665	N00667	N00669	N00671	N00673
PTGIS_5740	6.542841067	6.937963018	7.095543034	7.242017443	6.858698889	7.193619068	7.260863723	6.822019214	6.900241288	6.782357121	6.910242857	6.729703911	7.243805941	6.56003728	7.107710944	7.227617331	7.093641172	6.664480702	6.535631239	6.841714109	6.486788252	6.935735389	6.464509326	6.492851406	6.895494401	6.574677022	6.805048797	7.117770444	6.458854254	7.067538808	7.425933795	6.572953599	7.447297274	7.211597801	6.965522222	7.984828254	7.714271816	7.326479552	6.978379461	6.723750302	6.688773826	6.948780859	7.373952879	6.947353929	7.128963589	6.552199539	6.283571063	6.817573483	7.031231702	6.611188011	7.086921616	6.735678091	6.222328402	6.842283714	6.816264151	6.969368151	7.01458126	7.175815646	7.604940822	6.913797249	6.880741525	6.837988085	7.019208288	6.280061868	6.905495618	7.120460134	6.520592891	7.000372204	6.485467458	7.908912269	6.896874261	7.673485363	8.066061039	7.039979529	7.662472573	6.815172079	6.512518	6.97584187	7.249030833	7.524478086	7.342818419	7.137263066	7.505649656	6.703299248	7.188759981	7.005114461	6.885769581	7.132094717	7.703248929	7.005982379	7.004424953	6.88407935	6.618680568	6.658850727	7.094427834	6.90965149	6.985504344	6.737705352	6.739019989	7.128474947	6.903294608	6.501487223	7.406227005	7.844955004	7.113649769	6.561521539	6.269624652	6.588616961	7.25856123	6.935780967	6.491408875	7.976412922	7.13330788	6.503770149	6.540199419	7.181789589	7.769544574	7.084676939	6.377413373	6.956358428	7.038728116	7.142398378	6.888584736	6.712290134	7.229509506	7.154293465	7.325800373	7.286654809	6.958191517	6.590202198	6.704583552	6.707100942	6.548245185	7.072154857	7.05107125	6.996034573	7.841724049	6.794340347	6.730513639	6.762035401	6.559874528	6.439632962	7.045296744	7.095985251	7.205179905	6.967709389	6.569841298	6.711314613	6.879511122	6.712948433	6.592892295	6.466427747	6.727958047	6.838552353	7.514354393	6.818352383	7.062201961	7.225785869	6.551702462	6.562588728	6.395407087	6.602685065	6.952870524	7.145728976	7.077667636	7.317397036	6.487040503	6.822150125	7.306225966	7.225619299	7.491321181	6.351646803	6.544946846	6.554776174	6.903591257	7.770108816	7.592677372	7.168916962	7.246495711	7.690794116	6.89355463	7.055593035	6.643479057	7.330127237	6.702820778	6.766759564	7.035236291	7.184418323	7.289621673	7.638998778	6.621574244	7.111162575	6.940914692	6.983284792	7.035134527	7.308930713	7.351203656	6.889383142	6.591890662	6.417239698	6.383984749	6.705240017	7.477736199	7.885149182	6.782745838	6.929314178	7.239832594	6.739366956	6.503240139	6.960170034	7.168458613	7.042354211	6.952900058	7.128937897	6.503003944	6.725219433	6.904448364	6.714874241	7.170388822	6.642322922	6.732281961	7.099170948	6.946393029	7.10426507	7.61825378	6.697734646	6.487803516	6.580353347	6.989572961	6.593977538	6.777253492	6.872482258	7.076737771	7.776393561	7.009414572	7.014122293	6.637078461	6.321984622	6.722389112	6.949530895	6.333601543	6.653611006	7.213815104	7.939930477	7.233035231	6.771553922	6.877753157	6.990335924	7.075012832	7.294628666	6.940049483	7.182210599	6.645950546	6.872714517	6.835543507
TIAM2_26230	8.322440588	8.274330588	8.391038191	7.388295324	8.23366799	7.892111219	7.358018324	6.79355338	8.154096057	6.938014122	8.322409602	8.068664107	7.556239172	8.148802171	7.338609615	8.66143751	7.585544974	8.499027962	8.442154549	8.307886968	8.279848572	8.199828454	8.54890618	8.383885893	8.679858223	8.419968425	7.549668243	8.098625303	8.547750447	8.035419102	8.471448347	7.547898966	8.543185893	8.636713595	8.275821448	7.142936875	7.443797783	7.274964107	7.692934158	7.968463224	8.237338303	7.96468422	8.210977383	8.506283459	8.440392584	7.931470085	8.180321188	8.179615514	7.566874849	8.022309539	7.542047614	7.777222794	7.967974527	8.760634287	8.25870862	8.13647556	7.236562519	8.85600297	8.493195197	6.876447381	8.4014114	8.109174079	8.271448071	7.97855875	8.516755404	8.524974269	8.240658431	8.547834026	7.998430077	7.27716084	8.409718257	8.077170474	7.831888526	8.168344266	7.545790906	8.080312749	7.95522924	8.383780389	8.518742863	7.846955968	7.951253325	8.047086821	7.999923033	8.510023974	8.484792336	8.202858616	8.233849592	8.006052254	7.508023	8.474721688	8.508565963	7.530728397	8.512908011	8.184774581	8.047058	8.331729642	8.384584146	7.940348323	8.657172347	8.398366281	8.778655469	8.540140409	6.968746665	8.19160726	7.639581219	8.180076825	7.701864054	8.427478495	7.578056462	6.610443038	8.137658843	8.259540745	8.151239068	8.299308732	8.160984024	8.177476298	8.329043368	8.784977545	8.473351274	8.210614046	7.696815925	8.212829704	7.491600589	8.088231839	8.508238004	8.048324512	7.826628214	7.883683647	8.464617096	8.307674574	8.327345856	8.522217543	7.963085629	8.468086328	7.812245865	7.991484364	8.699616619	8.427273014	8.382711974	8.133543311	7.365314779	7.485818277	8.558195271	8.662743836	8.041501655	8.838093668	8.279104117	8.548586783	8.51743543	6.856644199	8.508573782	8.401527283	8.182610229	7.804771845	8.191193171	8.385076676	7.561995801	7.930117392	8.145621408	8.649415912	8.520042047	8.328775978	8.051034236	8.381611681	8.411759327	7.964448992	8.511840963	7.849226544	8.551599174	8.693003045	8.23515034	8.299681566	8.477460757	8.248474541	8.467541787	7.285483491	6.832501902	7.756695564	7.331617968	7.075685203	7.581550514	8.392813412	8.172200409	7.328624165	8.490427225	8.60164861	7.023090547	7.879984338	8.100583295	7.232785752	6.692509655	8.518847695	8.071831012	8.191132074	7.918405696	7.992789957	8.52474702	7.24436722	8.434845978	8.433203657	7.127532464	8.393760569	7.518804513	7.729362058	8.117076139	8.573248466	7.464869387	8.442569657	8.269040768	8.366178295	8.320828966	7.373676147	8.640588369	8.470937191	8.464840541	8.395523099	8.061834816	8.107981715	8.570467132	8.191106358	8.582462621	8.237932108	8.438024368	8.296973535	8.124938283	8.2387843	8.414938035	7.992662538	8.051257567	7.838982041	8.659733874	8.311183442	7.558037945	7.841350278	8.314923922	7.849738261	8.219576847	8.065184594	8.607848802	7.845282253	8.39915278	8.528679746	7.528455347	7.566719439	8.522862567	7.922614378	8.346748986	7.54345147	8.258368429	7.901092125	7.593269279	7.877516646	8.687322995	8.45243397	8.780252862
CDHR2_54825	12.35401158	11.78291861	12.07862446	11.5472926	12.46714465	11.28236882	11.02335686	10.78868833	12.20233503	10.53591052	12.64012867	12.38910652	11.62187413	11.97130947	11.47418923	12.34062313	10.97757015	12.02662848	11.76015101	11.84590484	11.98844425	11.94032522	12.29039406	12.21263559	12.63606967	12.3550015	12.39484791	11.83233087	12.51596214	12.12214183	12.3374636	10.8919111	12.22567088	12.35228869	12.34246324	10.15609963	11.41597057	11.15427587	12.3463266	11.83022307	12.08079789	12.03243718	12.50095694	12.47339925	11.78149937	11.15813027	11.41014414	11.97245669	11.52943209	11.41202263	11.7456269	12.02678263	12.3515218	12.37771147	12.01940984	12.16771326	11.70205947	12.2230072	12.44104356	10.97855948	12.47158086	11.98150133	12.08592319	11.74466585	12.15016066	12.18132343	12.03639128	12.62425287	12.46409061	11.43646691	12.3914977	11.69152369	11.78191393	11.90459357	11.12119842	12.06448745	12.25414823	12.49114003	12.00110632	11.95543549	11.6499919	11.90291331	11.30307098	12.17597994	11.98150621	12.02076165	12.03675745	11.97826378	11.36362221	12.19112024	12.41357812	11.28744124	12.09843983	11.76596261	12.11981457	11.53591667	12.32853261	11.75535518	12.20762964	12.10145306	12.47881426	12.3466121	10.17022474	12.06302248	12.20292985	12.34855284	12.23609757	12.25388002	11.25342233	11.60619117	12.32737134	11.6635395	12.05162724	12.20258064	12.23202266	11.82227296	12.15869599	12.3904523	11.92371049	12.12765108	11.68461526	12.21121704	11.50805536	12.00226297	12.2290616	12.18017313	11.65109422	12.24256379	12.42703841	11.86946655	12.12789552	12.20881569	11.64473522	12.67859976	11.82042447	12.21108835	12.16024053	12.39787969	11.93136515	11.84749176	11.31245208	11.60404911	12.2590251	12.43141621	12.26198923	12.18304808	11.75692378	12.24953387	11.98023682	10.11279073	12.49439039	12.28547878	12.11579875	11.98974052	11.75783546	12.20851602	11.33859519	12.03910583	11.96986181	12.39619233	12.24582861	12.38829604	12.2209436	12.21384164	11.87292621	11.5698641	12.4539	11.95368139	12.06038888	12.50433709	11.62700507	12.17583334	12.24213557	12.19249476	12.44149974	10.62422547	10.99398213	11.1535531	11.60844396	10.79755676	11.84647072	11.92416048	12.15783645	10.64531036	12.32413602	12.34252206	10.97382421	11.16404284	12.25765058	11.33280411	11.43351094	12.41939846	12.27883448	12.05244712	12.00342857	11.9844701	12.33249603	10.97794723	12.25734193	12.09380928	10.46886161	12.5312559	11.30318204	11.29888511	12.03909536	12.11061928	11.34384497	12.46464864	11.80617256	12.17762491	12.12787377	11.02976883	12.22767839	11.94961855	12.44680787	12.49173215	12.16099294	12.00126125	12.16986348	11.92447548	12.15100907	12.33866518	12.26697155	12.31178478	11.64912806	12.03665585	11.95476384	12.27922783	11.98690806	12.05766171	12.32604022	12.13303017	11.57857212	11.16521021	12.23652467	11.7783321	12.03805584	11.85826454	12.42817825	11.76422455	12.19607116	12.28935797	11.66214218	12.3412754	12.35471918	12.12435905	12.15015551	11.57827192	12.22120594	11.98950258	11.78049259	12.06457714	12.53531572	12.16765135	12.57704366
C4A_720	6.870746057	7.973346122	7.463391296	8.533328012	7.399015873	8.790938232	8.848182611	8.622088542	8.399360334	7.842540607	7.326548193	7.492586456	8.785208	7.936428982	9.085443362	7.333249543	7.799097337	7.115819767	7.411300147	7.958047804	7.02162056	7.990598335	7.33315995	7.656734195	7.072360011	6.893668137	8.653678512	8.000661191	7.049606873	9.0258292	7.764435141	8.134424622	7.189772676	7.497554942	7.629560069	7.65011396	9.177776756	10.31105613	7.412829443	7.906150757	7.775176083	7.993286193	7.6327199	7.473769855	7.841748042	8.5977353	7.8395226	7.860758219	8.817667526	7.189947995	8.451275539	7.263640541	7.680334694	6.862214494	7.44859036	7.430038495	8.566720083	7.367868135	7.624638545	8.920104738	7.139296213	7.62542056	7.389366801	8.580654902	7.618090522	7.130934939	7.623262545	7.796657581	7.255443405	8.529912905	7.455380812	8.356948416	7.849517146	7.694945703	8.541861085	7.438008424	7.406099492	7.475780117	7.397588536	8.207166601	9.110320243	8.35994058	8.407038517	7.857243892	7.853940225	7.75269221	7.981500528	8.518603297	8.712560442	7.649021549	7.70171806	8.475990127	7.63947394	8.146860222	8.205231789	8.046068575	8.144585618	8.681744699	7.681431407	8.04212206	7.57668442	7.045798035	8.573111506	8.18059612	9.10657041	7.933189385	8.170310798	7.883277504	9.224111077	7.703773708	7.437488363	7.966461608	7.782027384	7.416650048	7.30181347	7.458810837	7.843923636	7.288334973	7.218001499	7.941346057	8.110633768	8.300157033	7.981992174	7.512499339	7.416876612	7.806579282	8.168759954	8.215702199	7.084383311	7.86090264	7.66663573	6.986911457	8.29050015	7.841278246	9.05911818	7.532851127	7.331854949	7.543686028	7.401469469	7.53080628	8.680620718	7.846443967	7.554094005	7.39426116	7.822882674	7.538988425	8.000096947	7.179116881	7.40420905	9.714334699	8.182068672	7.360785193	7.415625179	7.809024036	7.687944823	7.419104062	8.506864336	7.353721245	8.496501936	7.004174637	7.042554043	7.004656266	7.513314832	7.431534911	8.01669239	8.675701332	6.647050195	7.798794498	7.394135388	7.174143864	7.819014139	8.483909644	7.483782663	7.988260813	7.187183718	8.593864267	8.68713307	8.071898476	9.266952968	8.118631595	7.680724128	7.135443867	7.520119336	9.550686704	7.885444447	7.508271386	8.232677048	9.18544611	7.5572143	8.030516479	7.519899673	7.584564864	7.721936926	7.381095453	7.56171236	7.887874416	6.959720417	8.625076456	7.463556439	7.655608787	8.97675133	7.544746385	9.081144437	8.487349646	8.181675428	7.208283284	7.253354731	7.037656423	8.831324737	7.670534859	7.490329489	8.53335126	7.175765901	7.901814258	6.998792787	7.390394682	8.197166514	8.18233851	6.778218992	7.474926469	7.580119776	8.005529178	7.553430916	9.045367461	8.116231524	7.492211276	7.898655266	8.284619061	7.92046024	8.210404183	7.204090363	7.170873115	8.622775247	8.670364932	7.871252169	7.89467568	8.258404923	8.225507464	7.265258018	7.775805541	8.326098319	7.354067409	8.475319721	7.130222085	8.043074442	7.700431322	7.899566631	8.93093692	8.026865267	8.334857457	9.751858705	7.859295313	6.70591926	8.081989849	7.441015963
NCRNA00185_55410	6.554082152	4.566063159	6.244058869	5.246765832	6.295295473	4.818614158	4.639096545	5.656030818	6.192707422	6.284410682	4.6174671	4.835316966	6.173476386	6.363741598	6.117794652	6.741046767	6.847601496	4.802568698	4.786746075	4.42615498	5.020334153	6.480115878	4.419460429	4.953094875	6.172696517	6.120436301	5.842017066	6.367150196	4.780651016	4.664119947	6.440822138	6.512930157	6.374631344	5.06624976	6.23488937	6.231857006	6.369238613	6.597118898	6.523139034	6.219821763	4.731281305	4.772534188	5.856520688	6.377020432	4.702774835	4.351108083	4.676289807	6.247635091	6.117601918	6.268716628	6.110082638	6.191625377	4.683613883	6.335385599	6.495797069	4.518368199	4.369805661	4.799038668	6.218741061	6.101291444	6.568239568	6.733754504	4.486086961	4.690370928	4.545580905	6.752076762	4.63499609	6.115321336	6.992019426	4.484973744	5.02100399	4.501124624	4.607643689	6.587955467	6.314449923	6.153818857	6.118804049	4.941974143	6.513514495	6.059671235	6.220834578	6.155392808	6.059106697	4.393317009	4.464231293	6.040616012	4.968626321	6.034041711	5.753176469	6.368262201	6.20438479	6.332337364	4.455314905	4.628157108	5.750455934	4.719429249	4.637224372	4.571266721	4.535260273	4.737409523	4.545670883	5.126241973	4.862651559	4.485858044	4.441938453	6.287869941	6.122968104	4.609154907	4.6523209	5.913239395	6.521452711	4.732582186	6.514661748	6.193653034	6.098101501	6.326512441	4.573879173	4.683088858	4.428474058	4.703231799	6.323170434	4.757100846	4.835222535	4.482473163	4.726906999	4.73153647	4.715042848	5.677945934	4.73166895	4.591569208	6.357835019	6.361367839	5.897416787	5.9735839	6.257266595	4.358140678	4.519463144	5.162855915	6.498707181	6.395193034	5.765111124	5.933182036	4.904806075	6.32016235	6.508430976	6.18619741	5.106637168	4.739232577	4.959224901	4.918125596	6.1598536	4.49388311	6.096704168	6.225873382	4.555940688	5.128135184	4.579353909	5.8508674	4.557247995	6.621961104	6.227264463	4.72100613	4.754319106	4.764356207	6.504380486	6.697016229	4.753921199	4.692201383	6.420704882	4.649862586	6.499268055	5.907621721	6.455856601	6.218860828	4.832823675	4.412469906	4.761574169	4.753771248	4.750522973	4.294076149	4.708009899	5.931596928	6.666553874	6.573832307	6.403830461	4.78294386	5.822075144	4.641775085	4.718103532	6.084406974	5.436748075	4.649061637	6.431041138	5.957624188	6.202081419	6.065371029	6.530869967	6.406626629	4.563372865	4.465829017	4.66341656	4.616671686	6.093504477	6.100927214	5.791524272	4.885877659	4.455414786	6.051386519	4.705701433	6.195368988	5.95739442	4.528752533	6.450276978	4.859376037	6.570078022	4.885344206	4.646020449	4.660186936	4.380145389	4.440230141	6.222307165	4.542135014	6.343560474	6.501618935	6.406726827	5.079248661	5.339201559	6.431946679	5.974592323	6.188197812	6.126341776	4.644805893	5.926397315	4.750890289	4.44630465	4.770569986	4.592359358	4.485441061	6.337368327	4.668623617	5.878842049	5.007381826	5.935166589	5.045333076	4.777270026	6.167009376	4.712424868	4.74183191	6.081897454	4.506446481	4.436999189	4.509170005	4.853454477	4.779105232	6.293013087
CTLA4_1493	5.823090001	6.718910608	5.843256326	6.822741215	5.921601878	6.955116509	7.294874866	6.6771851	6.928835679	6.445785472	5.838565154	6.47371942	6.78375299	6.627909785	6.931571912	5.775493128	7.038617315	6.138213676	6.942336714	7.109053027	5.794418776	6.672126318	6.111546096	6.293129635	5.562744937	6.046696382	6.331946269	6.585472315	5.940093301	6.575186388	6.323468536	7.350524433	6.002993378	5.697595975	6.241730491	6.045089365	7.602814502	7.389021296	6.075815762	7.05782569	6.278595897	6.978672556	5.651766514	6.460957242	6.36844794	7.885948179	6.645492257	6.194482706	6.872067642	6.267867399	6.771296946	5.786070286	6.466076112	5.605221832	6.383155057	6.036656545	6.943114076	5.953336283	5.49899581	7.711582939	5.833722993	6.466591513	6.093715036	6.785275716	6.277203898	6.148928516	6.082194526	5.953394532	5.695267347	6.948320063	6.017117891	5.922391873	6.590671707	6.157366711	6.932753571	6.135030159	5.70664288	5.541569247	5.855545612	6.567942012	6.153987781	5.88968343	6.924018809	6.047484004	6.209652582	6.627941301	6.46484442	7.142947467	7.012960856	6.52468975	5.902748556	7.361254134	6.084754668	6.64947199	6.605607256	6.031243727	6.025347452	7.373937643	6.053953455	6.821443373	5.823347988	6.129708889	7.622871022	6.263111292	7.518067669	5.946924793	6.800739778	6.531214849	7.349233006	6.260011197	5.958142921	6.829547016	5.901921782	5.949975637	5.766807888	6.134443275	6.720040742	6.326013449	6.49823867	6.169958431	7.261006704	6.366431608	6.750162506	6.204445826	6.189941642	6.689861111	7.700982743	6.298623728	5.875017891	6.637734518	6.520790542	5.792795775	7.282039904	5.790523369	6.377918141	6.643506311	5.38968997	5.931075087	6.023830264	6.520275798	8.05184428	7.537461463	6.309349562	5.84972015	6.958464449	5.472744126	6.890473414	6.275696063	6.473730811	7.989387168	5.853703043	6.269235931	6.091244805	6.31468456	6.791104118	5.984508111	7.336197864	6.267521005	6.993315004	5.630068753	5.786929618	5.685431756	6.090265008	5.843343468	6.605411818	6.831466691	6.001943851	6.932643999	6.328492495	5.573088553	6.199860753	6.51720334	5.979348755	6.261525557	5.983574711	7.270504899	7.178630553	7.506523704	7.198585525	6.963734328	7.217003942	5.753574983	6.147301774	8.151401874	6.229038898	6.218813497	6.692488928	7.875211078	5.744596419	6.921037638	7.025900213	6.050784463	6.7156926	6.396906577	6.046225218	6.684205793	5.971506175	7.592050926	6.05248329	6.184041743	8.475276287	6.351016281	7.10602083	6.593511072	6.170070599	5.724031778	5.775825677	5.637965377	6.703295244	6.386154519	6.283035288	6.997358251	6.024585134	6.875251776	5.897078441	6.485300815	6.260711823	6.368952419	5.674735305	6.289747947	6.039292627	5.882895555	5.957655632	5.997646592	6.386458499	5.948969616	6.640645277	6.968813714	6.33638029	6.526870593	6.118974614	6.00636913	6.862551861	7.473726271	6.188701344	7.477481903	6.837321299	7.184806689	5.979521153	6.670550647	6.643329828	6.028163443	7.064010389	5.766857835	6.253485388	6.132347267	6.390514778	7.276551531	6.619111748	6.329510647	7.089701551	6.165994463	5.769332397	6.302141282	6.378881707
NAT2_10	7.862030641	7.135200873	7.698652306	7.427547695	7.472668467	6.771360726	6.82337514	6.772036333	7.658934782	7.22377537	7.7786943	7.386100554	7.152630642	7.36193751	6.810447409	7.454295054	7.195130721	7.865611073	7.292967534	7.365644718	7.526447593	7.277944899	7.58618703	7.572610759	7.992152225	7.554836848	7.001781924	7.313791928	7.587344163	7.242469866	7.497754976	7.18129581	7.647427147	7.619675299	7.121020688	6.466851256	6.944656252	6.796157324	6.966404452	6.563896064	7.773306403	7.245980998	7.385201561	7.426447625	6.929123053	7.529390022	7.388917115	7.21444526	6.117675034	7.613596368	6.683199163	7.906544883	7.536769688	7.703768784	7.297952356	7.473985599	6.93344634	7.784436057	7.879882473	6.647301124	7.727824266	7.491562484	7.716408276	7.408976742	7.04720436	7.868237588	7.594981914	6.908767993	7.929511497	7.136071586	8.024814254	7.113108171	7.116274458	7.04818527	6.456223401	7.550901429	7.426524906	7.523557633	7.327539845	6.697980243	7.091699221	7.490308013	6.537433123	7.220172698	7.366911701	7.636415362	6.711633336	6.624004993	6.831073377	7.461570565	7.452667351	7.073804933	7.356327318	6.998969011	7.664955925	7.013762944	7.618529766	6.790398009	7.460717965	7.194944485	7.866257536	7.668590889	6.345979183	7.378099729	7.271329822	7.661401263	7.020634788	7.844589765	6.948960152	7.482291989	7.649667451	6.93542597	7.251804031	7.600704151	7.430136137	7.019471412	7.254512126	7.628453531	7.112890963	7.132861251	6.980974209	7.145857582	6.879159896	7.393177632	7.422445808	7.353294015	7.021847754	7.226507505	7.863951501	7.486496058	7.54979161	7.729993176	7.185995699	7.458444011	6.885255347	6.920277555	7.281630005	7.902296032	7.396671907	7.256773214	6.484656215	6.941069552	7.617560823	7.726868705	7.375979286	7.229167045	7.3752568	7.265289165	7.464432822	5.945921623	7.889224634	7.978806194	7.757032009	7.450647124	7.479127413	6.904889875	6.793362437	7.682611035	7.149782078	7.674976329	7.963083569	7.470324271	7.612143297	7.636904529	6.928777707	7.007356296	7.887809477	7.334244675	6.969161294	8.000262944	7.145266898	7.546400982	7.756869837	7.562412377	7.485829848	6.995726837	6.55454115	6.760273359	6.446791191	7.275172744	7.33639491	7.422451161	7.345558441	6.855197311	7.398484879	7.657521386	6.894850443	6.767879095	7.345416489	6.819367799	7.182608277	7.666265276	7.656690915	7.649682023	7.565228397	7.221051807	7.836292628	6.34834697	7.251794765	7.282671051	6.019842591	7.325476938	6.786364307	7.258519055	7.252972976	7.307636776	7.672243445	8.07143403	7.311776502	7.623501259	7.196483405	7.177626861	7.267032649	7.294830902	7.97933942	7.261444409	7.608208974	7.336751762	7.713120543	7.214280955	7.588294355	7.941445745	7.555125581	7.357171603	7.107748384	6.950581267	7.520829062	7.390779426	6.865013325	7.34850098	7.590753117	7.521419664	6.76744981	6.913816455	7.435180993	6.820465654	7.330417366	7.274201301	7.632461111	6.889921429	7.393220983	7.764097811	7.072485707	7.180033685	7.106798006	7.888892262	7.107248016	6.945660567	7.383465056	7.604687976	6.927037614	7.007973415	7.646818624	7.682523146	7.817991492
GIPC2_54810	9.454079118	9.205333053	9.408994161	8.793774042	9.332971917	8.742203698	8.402694906	8.047782282	9.028776655	8.457077863	9.072764946	9.148402036	8.712213332	9.243023377	8.374435361	9.210449932	8.97264387	9.575161164	9.314759329	9.140191157	9.369666518	9.082613078	9.697465332	9.424774484	9.519282712	9.402729788	8.893259649	9.299025706	9.440144333	9.278050739	9.352786971	9.197145147	9.48848008	9.383863366	9.007922817	8.481824896	8.806745222	8.594270591	9.425571465	9.238578317	9.332685577	9.044926397	9.059369848	9.306461453	9.151069068	9.226885804	9.540985232	9.076965412	8.537242681	9.267520373	8.445089674	9.227391686	9.188621034	9.562012798	9.346570232	9.356628009	8.485537014	9.481076445	9.197223169	7.965759102	9.441263581	9.008812872	9.389515871	9.242286412	9.240060893	9.350916242	9.323359313	9.319631496	9.3738601	8.546227189	9.479382614	8.896015401	8.976892129	9.188864136	8.381096918	9.169718201	9.020778386	9.334939212	9.344840702	9.08166022	8.869903752	9.269317301	8.733053548	9.391097412	9.243144821	9.085142372	9.032771284	8.738525312	8.258174402	9.231033536	9.385534277	8.818515917	9.341726202	8.922458694	9.330147874	9.26727393	9.249503456	8.96370558	9.529629856	9.18502204	9.756002761	9.485303975	7.931730735	9.079527709	8.769829285	9.246731725	9.148643878	9.32445479	8.620626608	8.223540957	9.383325975	9.195324461	9.220073761	9.379308698	9.462917574	8.950512003	9.232253899	9.647450624	9.212992331	9.206826685	8.907574657	9.139393727	8.686177174	9.336042478	9.29322219	8.925181634	8.482401793	8.796428881	9.565444522	9.132606482	9.221746174	9.464907829	9.067065319	9.112233622	8.860089266	9.233451306	9.503296233	9.614053491	9.783844513	9.342708589	8.224192373	8.680578485	9.510251499	9.565096861	9.145331725	9.424985031	9.666692371	9.147948638	9.438778485	7.409085288	9.260335159	9.398986731	9.246124278	9.030046096	9.243107218	9.368911171	8.601278601	9.353086696	8.943719664	9.381634926	9.215917537	9.558898976	9.206829731	9.288973161	9.297434327	8.963229836	9.466339826	9.040114602	9.084627608	9.580649904	9.156261103	9.128026343	9.477661185	9.287316771	9.471431916	8.242618791	7.961655059	8.86579282	8.162883091	8.501497745	8.921151776	9.268395771	9.209064597	8.19932079	9.281526523	9.40433688	8.103244228	8.51249587	9.255134859	8.272351232	8.475372533	9.488743044	9.042227375	9.353901193	9.202125612	8.937515999	9.503874634	8.447220393	9.30266379	9.281882271	7.70282894	9.462446902	8.785548486	8.915995698	9.303324265	9.385571104	9.524634774	9.397775009	9.166636458	9.256129991	9.155019449	8.589835112	9.348631194	9.053669909	9.323035835	9.506310676	9.307407712	9.2272642	9.614705273	9.15478225	9.345234455	9.448486542	9.459364439	9.514515613	9.076900775	9.101416039	9.340271295	8.928726488	9.064251504	9.153623854	9.407686461	9.343701741	8.746149014	8.518864424	9.195609531	8.744850061	8.982973688	9.126695236	9.5903562	8.824192676	9.296171294	9.416946248	8.4401648	8.947030977	9.400964941	9.064016528	9.224220147	8.583075933	9.180448057	9.368696061	8.589391324	9.03844317	9.648613354	9.375542814	9.400875289
