	N00002	N00003	N00005	N00007	N00009	N00010	N00011	N00015	N00017	N00019	N00021	N00022	N00024	N00027	N00028	N00029	N00032	N00033	N00034	N00040	N00042	N00044	N00046	N00047	N00048	N00050	N00053	N00054	N00056	N00058	N00060	N00061	N00062	N00064	N00066	N00067	N00070	N00071	N00072	N00076	N00078	N00080	N00082	N00084	N00086	N00088	N00089	N00090	N00091	N00092	N00093	N00100	N00102	N00104	N00106	N00108	N00109	N00112	N00114	N00115	N00116	N00117	N00119	N00120	N00121	N00123	N00125	N00127	N00129	N00133	N00134	N00136	N00138	N00140	N00141	N00143	N00144	N00146	N00148	N00150	N00153	N00154	N00157	N00159	N00161	N00164	N00166	N00170	N00172	N00174	N00176	N00177	N00178	N00179	N00180	N00182	N00184	N00185	N00186	N00188	N00190	N00192	N00193	N00194	N00195	N00197	N00198	N00199	N00200	N00201	N00202	N00203	N00205	N00207	N00209	N00211	N00213	N00215	N00216	N00217	N00219	N00221	N00222	N00223	N00225	N00228	N00229	N00230	N00234	N00236	N00237	N00240	N00241	N00242	N00243	N00244	N00246	N00248	N00254	N00255	N00256	N00257	N00263	N00265	N00267	N00269	N00272	N00275	N00277	N00278	N00279	N00284	N00285	N00286	N00287	N00291	N00292	N00294	N00297	N00299	N00300	N00313	N00319	N00326	N00328	N00329	N00356	N00357	N00358	N00360	N00362	N00364	N00366	N00367	N00368	N00370	N00371	N00372	N00373	N00378	N00380	N00383	N00385	N00387	N00391	N00395	N00398	N00399	N00401	N00403	N00404	N00408	N00410	N00412	N00414	N00415	N00417	N00418	N00420	N00422	N00424	N00428	N00430	N00431	N00432	N00436	N00440	N00442	N00446	N00447	N00449	N00453	N00457	N00460	N00461	N00469	N00471	N00472	N00473	N00474	N00477	N00479	N00481	N00483	N00485	N00487	N00488	N00489	N00496	N00497	N00499	N00501	N00505	N00507	N00510	N00513	N00514	N00515	N00518	N00520	N00522	N00525	N00529	N00650	N00652	N00654	N00656	N00657	N00658	N00661	N00665	N00667	N00669	N00671	N00673
Streptococcus 53	0	0.000132784	0.001010203	0	0	0.003443823	0.000668449	0.001340333	0	0	0	4.43282e-05	0	0	0	0	0	0	0	0	0	0.000333667	0	0	0	0	0	0.000670092	0	0	7.62602e-05	0	0	0	0	7.30994e-05	0	0	0	0	0	0	0.000360967	0	0	0	0	0	0	0	0	0	0.000297103	0	0	0	0	0.00073046	0	0	0.000394122	0.000327797	0	0	0	0	0	0	0	0	0.001803279	2.56964e-05	0	0	0	0	0	0.000104619	0	0	0.000363086	0	0	0	0	0	0	0	0	0	0	0	9.25326e-05	0	0	0	0	0.000214638	0	0	3.11974e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005524862	0	0.001757826	0.0066618	2.989e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95773e-05	0	0	0	0	6.46789e-05	0.000254615	0	0	0.002085264	0	0	0	0	0	0.000163052	0	0	0	0	0	0	0	0	0.000309598	0	0.035471261	0	0	0.000918555	0	0	0	0	0	0	0	0	0	0.007866431	0	0.000204457	0	0	0	0	0.000130642	0	0	0	0	0	3.63346e-05	0	0	0	0	0	0.00467389	0	0	0	0	0	0	0	0	0	0	0	0	5.86648e-05	0.000227598	0	0	0	0	3.32292e-05	0	0	0	0	0	0	0	0	0.000198728	0	0.000373398	0	0	0.007818788	0	0	0	0	0	0.004937942	0	0	0
Clostridium 6495	0	9.95884e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35256e-05	0	7.61093e-05	0	0	0	0	0	0	2.9047e-05	0	0	6.15385e-05	0	0	0	0.00019558	0	0	0	0.014000767	0	0	0	0	0	0	0	0	0	0	0	4.95172e-05	0	0	3.59963e-05	9.55475e-05	0	0.000236407	3.37098e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001803101	0	0	0	0	0	0	0.01845328	0	0	0	4.02431e-05	0.000392095	0.000499584	0	0	0	0	0	0	0	0.04905937	3.11974e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010765769	0.000135217	9.12575e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	5.96356e-05	8.76155e-05	0	0.002824859	0	0	0	0	0	0	0.000570812	0	0.00020065	0.000476929	0	0	0	0	0	0	0	0	0	0	0	0	0	9.55201e-05	0	0.000978314	0	0	0	0	0	9.33968e-05	0.00017584	0	0	0	0	0	0	0	6.65159e-05	0.000234192	0	0.000151149	0	0	0	0	0	0	0	0.000204457	0	0	0	0	0	0.017971041	0	0	0.000423251	0	0	5.94389e-05	0	0.000222153	0.000176305	0	0	0	5.90667e-05	0.080962801	0.000190931	0.000415907	0.102510562	0.123173278	0.000213033	0	0	0	0.006795174	0.000234659	9.75419e-05	0.000125644	0	0	0	0.000132917	0	0.057537266	0	0	0.000187371	0.000123579	0	0	0.000198728	0	0	0	0	0	0	0	0	0.021244078	0	0.000266916	0	0	0
Lachnospiraceae 1	0.006045452	0.002954455	0	9.21829e-05	0	0	0	0	0.000296697	0.006163022	0.000356969	0.000177313	0.000268039	0.003337041	0.000102764	0.00017061	0.002566982	0.001007895	0.000564579	0.003338898	0.000130577	0	0.000684984	0.002155689	0.000186619	0	0.000457128	0	0.000755886	0.003572777	0.000762602	0.000691922	0.001107692	0.002399262	0.002685422	0.004020468	0.006454137	0.001145382	0.005788907	0.000165673	0.00354814	0.004277611	0	0	0.006844178	0.000519944	0.00031881	0.000726041	0.00192793	0.001606292	0.002030015	0.001637345	0.000940827	0	0.000761615	0.00268772	0.002173705	0	0.000945626	0.000640485	0	0	0.001632607	0.001291572	0	0.001473792	0	0	0.000154083	0.000212483	0.000655738	0.002775208	0.003707709	0.000173476	0	0.000219668	0.00024426	5.23095e-05	0.001262171	0.001765745	0.001391831	0.001505268	0	0.000733999	0.000289729	0	0.001093222	0	0.000186986	0.002857258	0.001019448	0.001831807	0.003701305	0.000464372	0.000143109	0.004524528	0	0	0	0.002785243	0.002402196	0	0	0.007771674	0.006854982	0	0	0.00266489	0.002247191	5.61514e-05	0.000289452	0.001287001	0	0	0.004789124	0.002478201	0.014041691	0	0	0	0	0.004743163	0.002824439	0.00150058	0.002311295	0.004191738	0.000638803	0.00032879	0	0	0	0.011126146	0.004705882	0.003888723	0.005217925	0.005961796	0	0.003222009	0.001338808	0.000475907	0.000327996	0.00039427	0	0	0	0.000188466	0.00174216	0.006503252	0	0	0.000761083	0.000945358	0.002528191	0.001907714	0.000474928	0.005255722	0.021167681	7.64526e-05	0.001817081	0.001875687	0.002376406	0	0.000156511	0.009615385	0.003056382	0.001876005	0.001456715	0.000955201	0.002649125	0	0.000289184	0.000233645	0.000774234	0.00105194	0.000283407	0	0	0.001924557	0.001547988	0.000214041	0	5.72902e-05	0	0.003980404	0.008846614	0.033957845	0.000632711	0	8.7804e-05	0.000717875	0.000312656	0.001134108	0	0.000321079	0	0.000204457	0.001507538	0.003350594	0.000343595	0.003226385	0.003070089	0.006355044	6.98861e-05	0	0.003809255	0.002812402	0.006104208	0	0.009452936	0.000444306	0.005685825	0.001902346	0.010410028	0	0.000590667	0.004649891	0.002768496	0.003519212	0.003981936	0.003336199	0.005373163	0.00154679	0.03082891	0	0.005685758	0.000175994	3.2514e-05	0.000125644	0.003937008	0.002654163	0.00069979	0.011596996	0.014307229	0.000174004	0.001707456	0.00034188	0.000374742	0.000370737	0	0.00338128	0	0	0.006223292	0	0	0.004254341	0.002534562	0.00233194	0	0.000152835	5.62588e-05	0.000934205	0	0	0.000403388
Clostridiales 983	3.16516e-05	0.000896295	0.009967337	0.079369469	0	0.120856651	0.142513369	0.072042891	0	0	0.000713938	0.001462831	0	0.000556174	0.005754804	0	0.002181935	0.003527633	0.010857292	0.04099425	0.013188248	0.006006006	0.022756679	0.038220701	9.33097e-05	0	0	0.027027027	0.000869269	0.093473146	0.006329597	0.00017298	0.023815385	0.066871732	0.002941176	0.006578947	0	0	0.014808831	0.006378396	0.019946298	0.012708843	0	0	0.005062816	0.010398871	0.003985122	8.06712e-05	0	0	0.000725005	3.48371e-05	0.004456549	0	0	0.052626527	0.065951653	0.031409788	0.147754137	0.249620765	0	0	5.62968e-05	0	0.000100336	0.013456363	0	0	0	0.022416999	0.000491803	0.018321513	0	0.000520427	0	0	0	0.055395721	0.059682654	0.000196194	0	0	0	0.01277158	0.000869187	0.003187385	0.001888293	0	0.123223635	0	0	0	0.000462663	0.002373459	0.001097171	0.029885696	0	0	0.066843501	0.014365991	0.048855057	0.032427476	0.032634033	0.003215865	0	0	0	0.003220076	0.004993758	0	0.000347343	0.001287001	0	0.122558765	0.053259694	0.001652134	0	0.000718219	0	0.08160828	0	0.010192754	0.005946187	0.000409249	0.003041178	0.003245217	0.005566709	0	0.023396578	0	0	0	0.000672269	0	0.001534684	0	0	0	0	0	8.94534e-05	8.76155e-05	0.030264817	0.000342407	6.34981e-05	0	0.06290443	0.007503752	0	0	0.004249382	0.033465683	0.007865484	0.010253964	0.015276843	0	0	0	0.00938825	0.005627062	0.011542542	0.021142067	1.73901e-05	0.009847081	0.009571302	0.000178667	0	0	0	0	0	0.002803738	0.001316197	0.000262985	0.108261301	9.33968e-05	0	0	0	0	0.000144781	0	0	0.011328843	0	0	0	0.100211608	0	0.002051072	0.001875938	0	0	0	0	0	0	0	0.01415613	0.075461552	0.0285453	0.001466549	6.98861e-05	0	0.014296464	0.007985834	0.000218007	0.024013314	0.000201126	0.013906785	0.000705219	0.000281829	0.086042065	0	0	0.033916849	0.031026253	0.017564066	0.029573156	0.018134185	0.046914574	0	0.005920784	4.74586e-05	0.000138677	0.061187375	0.044739238	0	0.024364879	0.017871362	0.035689293	0.000731043	0.000251004	0.035032771	0	0.00157265	0.006584759	0.00531389	0	0.003944826	0	0.000123345	0.000954238	0	0	0.034034725	0	0	0.009028763	0.004432218	0.012489451	0.066995863	0	0	0.001512707
Ruminococcus 6059	0	0.006572832	0	0	0	0	0	0	0.009659128	0	0	0.000443282	0.000107216	0	0	0.037136033	3.20873e-05	0.108096758	0.078433076	0	0	0	0	0	0	0	0.006530399	0	0	2.9047e-05	0.001448944	0.00017298	0	6.15195e-05	0.02455243	0.036111111	0.005476237	0.00372249	0.00821217	0.158880053	0	0.009144168	0.001925159	0	0.012375773	0	0	0	0.000140213	0.033565969	0.023127673	0	0	0	0.003046458	0.001883804	0.003368049	0	0	6.74195e-05	0	0	0	0	0	0.014801999	0	0	0.000154083	5.31208e-05	0	0	0.002008342	0	0	0	0	0.015745148	0.02686621	0	0.031951589	0.062217762	0	0	0.000289729	0	0.014609422	0	0	0	7.84191e-05	0	0	0	0.056909793	3.96888e-05	0	0	8.84173e-05	0	0.007331378	0	0	0	0	0	0	0	0	0	0	0.003861004	0	0	0.000115866	0.156952731	0	0	0	0	0	0	0	0	0.061370963	0.000202826	0.003102756	0.020325203	0	0	0	0.00315742	0.000672269	0.057283877	0.110190301	0.005961796	0	0.03990334	0	0.000118977	0.010644959	0.011477636	0	0	0.018350954	0	0	0	0	0	6.34236e-05	0	0.005818853	0.004650054	0.000712392	0	0	0.033562691	0	0.010995408	0.007086781	0	0.047457568	0	0.000160862	0	0	0	0.0016371	0	0.022267206	0	0.054893156	0.069953978	0	0	8.79198e-05	0	0	0	0.001013465	5.72902e-05	0	0	6.65159e-05	0	0	0	8.7804e-05	0.000102554	0	0.006237596	0	0	0.001315789	0	0	0	0.013262782	0	0	4.65571e-05	0.001048291	0.000582072	0	0.035137669	7.26691e-05	0.010580124	0.003620274	0	0.00264457	0	0	0	0.049438866	0	0	6.39857e-05	0	4.0935e-05	0.000165692	0	0	0	0	0.010559662	0.009591624	0	7.42832e-05	0	0.000174948	0	0	5.80013e-05	0	0.020376068	5.35346e-05	0.000247158	0	5.36711e-05	0	4.1115e-05	0	0	0	0	0.069585253	0.065696365	0	0	0.01209564	0.005872147	0.050958142	0	0.069685357
Clostridiaceae 10	6.33032e-05	0.000995884	0.001245917	0.040837021	0	0.000215239	0	0.000893555	0	0.000397614	3.24517e-05	0.000177313	0.002948429	0.001112347	0.011920666	0	0.014695973	8.39913e-05	0	0	0.000217628	0	0.025116067	0.036509837	0	0	0	0	0.053856911	0.000551892	0.00015252	0	0.000553846	0.016487235	0.002621483	0.003654971	0.00019558	0.000940849	0.009289176	0.000994036	0.004507096	0.024549766	0	0.012389894	0	0.002599718	5.3135e-05	0	0.000876332	0	0	0.019055914	0.001931171	0	0.000190404	0.094238199	0.114561437	0	0.091252955	0.067250969	0	0	0.002533356	0.003148208	0.107209151	6.40779e-05	0.000107735	0	0	0.001912351	0	0.075675815	0	0.054731547	0.044698116	0	0	5.23095e-05	0.10764515	0.000392388	0.003812405	0	0	0.027451556	0.059394466	0.033215903	0.052574041	0	0.000186986	0.148456678	0.01184128	0.005328893	0.015730545	0.031061349	0	0.003492618	0	0	0.001679929	0.22609333	3.11974e-05	0.165055018	0.068894069	0.000803966	0.013237206	0	0	0.027648235	0.019350811	0.000561514	0.002605071	0	0	0	0.02610845	0	0.000579039	0	0	0.000663482	0	0.001311939	0	0	0.001034	0	0.000638803	0	0.002910022	0	0	0	0	0	0	0.078355031	0	0.007187558	0	0	0.002087247	0.00078854	0	0.019517206	0	0.05088579	0.004293181	0.00150075	0.045892076	0.02152805	0.063994419	0.014558518	0.009189775	0.00500775	0.000158309	0.052105114	0.021306032	0	0	0	0	0.151748666	0	0	0.003297676	0.000268001	0.004925083	0.00859681	0	0	0.005494505	0.007009346	0.022762465	0.024983563	0.000566813	9.33968e-05	0	0	0	0	0	0	0	0	0	0.007728337	0	0.000151149	0	0.000102554	0.003564282	0	0	0.000160539	0	0	0.000251256	0	0.00666575	0.161319233	0.005486968	0.131221193	6.98861e-05	5.82072e-05	0.006677953	0	0.000109004	0.01129339	0.016291231	0.043275425	0.000176305	0.097160572	0	0	0	0	0.000763723	0.00022395	0.021997766	0.024560973	0.111913272	0	0.02878726	0.003132267	0.131465816	0.038249443	0.03160359	0	0.019833606	0.000530833	0.000174948	0.170233269	0.042545181	0.02320051	0	0.000136752	0.113680773	0.13457736	0	0.035798626	0	0	0.045761938	0	0	0.01322295	0	0	0.003547014	0.023536604	0	0.001468037	0.000107055	0	0
Ruminococcus 4359	0	0	0	0	0	0	0	0.000781861	0.00187908	0.000994036	0.00545189	0.001374174	0.00171545	0	0	5.68699e-05	0	0	0	0	0	0	0.000304437	0.000821215	0.003452459	0.001035489	0	0	0.018405835	0	0	0	0.000430769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.065989029	0.116622266	0	0	0	0	0	0.001332826	0	0	0	0	0	0	0	0	0	0	0.000256312	0	0	0	0	0	0	0	0	0	0	0.000139577	0.000418476	0	0.00765156	0.000302572	0	0	7.33999e-05	0.000289729	0	0	0	0	4.02431e-05	0	0	0	0	0.001812718	0.000198444	0	0	0	0	0	0	0.004662005	0	0.000118189	0	0	0	0	0	5.78905e-05	0	0	0	0	0	0	0	0	0	0	0.000100918	0	0	0	0.000676087	0.01551378	0	0	0	0	0.009171553	0.002352941	0.001645229	0.002046245	0	0.000116198	0	0	0	0.000178907	4.38078e-05	0	0	0.01142966	0	0.00143106	0	0	0	0	0.000378143	0.00044143	0.000596161	0.001068587	0	0	0	0.00090854	0	0	0	0.002712855	0	0	0	0	0	0.000297654	0	0	0	0	0	0.008360493	0	0	0	0	0	0.000579123	0	0	0	0	0	0	0	0	0	0	0	0.001404494	0.000160539	0.003289474	0.000817829	0	0.0001523	6.87191e-05	0	0	4.65571e-05	0.018799357	0.008032596	0.000376223	0	0.000181673	0.000951022	0.006838294	0	0	0.000281829	0.000637349	0	0.005197874	0	9.54654e-05	3.19928e-05	0.000194241	6.14024e-05	2.36703e-05	0	0	0	0	0	3.2514e-05	0.000125644	0	0	0	6.64584e-05	0	0	0.013375071	0	2.67673e-05	0	0	0.001958995	0	0	4.14886e-05	0	0	0	0	0	0	0.000152835	0.014739803	0	0	0.000116523	0
Ruminococcus 6131	0	0	3.36734e-05	0	0	0	0	0	0.00026373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001828512	0	0.000680298	2.9047e-05	0	0	0	0	0	0	0	0	0	0.017892644	0.000383583	0.004339605	0	0	0	0	0	8.06712e-05	0	0	0	0	0	0	0.000952018	0	0	0	0	0	0	0	0.000900749	0.000645786	0.000702353	0.000512623	0	0	0	0	0	0	0	0	0	0.005198799	0.004187312	0	0	0	0	0	0	0.0002936	0.000144865	0	0	0	0	0	0	0	0	0	0.005628965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.72439e-05	0.009637448	0	0	0	0	0	0	0	0	0.002068001	6.76087e-05	0.000273773	0.004334051	0	0	0	0.001202827	0.000672269	0	0	0	0	0	0	0	0.000477085	0.000131423	0	0	0	0	0	0	0	0	0	0	0	0	0.001543515	0	0	0	0	0	0	0	0.003843211	0	0	0.000357334	0	0	8.92963e-05	0	0	0	0.008361722	0.013412229	0	0	8.79198e-05	0	0	0	0	0	0	0	0	0	0	0	0.00131706	0	0	0	0	0	0	0	0	0	0.001099505	0	0	0	0.006359634	0.006810244	0.004843868	0	0	0.003685212	0	0	0	0.000211372	0	0	0.019314826	0	0	6.39857e-05	0	2.04675e-05	0.001278197	0	0	0	0	0.00011733	0.00048771	0	0.001708513	0	0	0	0.000753012	0	0.005122368	0	0	0	0	0	0	0	0	0	0	0.000229964	0.000460829	0.004583467	0	0	0	0	0.004710416	0	0
Ruminococcus 4156	0.001266063	0	0	0	0	0	0	0	0	0	0.00262859	0.002039097	0.000375255	0	0.000102764	5.68699e-05	0	0	0	0	0	0	7.61093e-05	0.001608212	0	0	0.00097956	0.000223364	0	0	0	0	0.001353846	0	0	7.30994e-05	0	0	0	0.000248509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38869e-05	0	0	0	0	0	0	0	0	0	0	0	0.002003082	0	0	0.000179875	0	0	0	0	0.000279154	0.000627714	0	0.02707475	0	0	0	0.045287728	0.203244966	0	0	0	0	0	0	0	0	0.000722357	0.000333922	0.000873154	0	0	0	0	0.001903039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006948466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118929484	0.155462185	0	0	0	0	0	0	0	0.000178907	0	0.000945776	0	0	0	0.00012444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000382582	0	0	0	0	0	0.004286225	0	0.011278195	0	0.00162589	0.001840894	0.001842143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000526824	0	0.000250125	0.014459881	0	0	0	0	0	0	0	0	0	0	0	0	0.000611362	3.4721e-05	0.003124773	0.000178317	0	0	0.000396685	0	0	0	0	0	0	0	0	0	4.73406e-05	0	0	0	0	0.001173296	0.000422682	0	0	0	0	0.000564897	0.003514056	0	0.003699488	0.000752137	0	0.000123579	0	0	0	0	0	0	0	0	7.68049e-05	0	0	0	0.000168776	0	0	0	0
Enterococcus 5606	0.001392669	0	0.018789777	0	0.196625945	0.000107619	0	0	0	0	0	0	0	0	0	0	0.005230226	0.000503948	0.000347433	0.004080876	0.000130577	0	0	6.84346e-05	0	0.05384543	0	0.000223364	0	0.003195167	0	0	0	0.016856352	0	0	0	0	0.000134626	0	0	0	4.01075e-05	0.008421256	0	0.002896828	0.002019129	0	0	0	0	0	0	0.110862455	0	0	0	0.00036523	0	0	0	0	0.001125936	0.000807233	0.020067225	0	0.000861883	0	0	0.001487384	0	0	0	0.000173476	0	0	0	0	0	0	6.05144e-05	0	0	0	0	0	0	0	0	0.001086563	0	0	0	5.15969e-05	0	0	0	0.000214638	0.002122016	0.000293183	0	0	0	0.014471392	0.08225978	0	0	0.000555185	0.001747815	0.000280757	0	0	0.102524012	0	0.000115866	0	0.00463231	0.026813503	0.097771636	0.000530786	0	0	0	0	0	0.000608478	0.000912575	0	0.050634385	0	0.000295858	0	0	0	0	0.000973354	0.266209621	0.039159799	0	0	0	0	0.000315259	0	0	0	6.222e-05	0	0.001263977	0.000539427	0.004947041	0	0	0.000357696	0	0.01458039	0.00484228	0	0	0	0	0.191859316	0	0.013670065	0	0	0	0	2.97654e-05	0.000815262	0	0	0	0	0	0	0	0	0	0.204195205	0	0.307991979	0.0490851	0.00122474	0	0.001405152	0	0	0	0.003076608	0.00343922	0.000283527	0.000468165	0.000160539	0.000657895	0	0	0	0	0.002867897	0.000979816	0.00353834	0	0	4.70278e-05	0	0	0	0	0	4.40762e-05	0.002959205	0.000424899	0.454383282	5.90667e-05	0	0	0.000863807	0.009129316	0.007020345	0	0	0.00122499	0	0	0	0	0.000125644	0	0	0	3.32292e-05	0	0	0	0	2.67673e-05	0	0.084224166	0.038374839	0.00218601	0	0	0.011291349	0	0	0	0	0.014639494	0.002292526	0	0	0	0	0
Acinetobacter 186	0	0	6.73469e-05	0.000184366	0	0.000322858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188271	0	0.000223364	0	0	0	0	0	0	0	0	0	0	0.005923533	0	0.000287687	0	0	9.67961e-05	0.000656291	0	0	0	0	0	0	0	0	0.00103288	0.000190404	0	0	0	0	0	0	0	0	0	0.001254202	0	0	0.020861373	0	0	0	0	0	0.000173476	0	0	0	0	0	0	0	0	0.010662824	0	0	0	0	0.002659574	0	0	0	0	0	0	0	0	0.003610108	0.003219575	0	0.000146592	0	0	0	0.013533432	0.000590947	0	0.0014814	0	0	0.000112303	0.000115781	0.002574003	0	0.003859198	0	0	0.000289519	0.014364376	0.000518224	0.000663482	0.00538959	0	0	6.82082e-05	0.001094824	0.000202826	0	0.00014945	0.000116401	0.015503876	0.005621302	0.00180424	0.001008403	0.000149566	0.000716186	0.000973354	0.000116198	0.000433732	0.001695823	0	0	0	0.007250946	0.001626434	0	0	0	0.0003335	0.000486145	0.00083366	0.000190271	0.003214218	0	0.000357696	0	0.000282566	0.001798561	0	0	0.006726602	0	0	0	0	0	0.002590674	6.93674e-05	0	0	0.002445785	0	0.000233645	0	0	0	0.000840572	0.000615439	0	0.00619195	0.000428082	0	0	0	0.002449479	0	0.005620609	0	0	0	0	6.25313e-05	0	0.013576779	0	0.000657895	0	0	0	0.003023639	0.000179244	0	0	0	0	0	0	0	0	0	0	8.81523e-05	0	0.00021245	0	0	0.010667396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000524843	0	0	0	0	0	0	0	0.012309686	0	0.007352941	0	0	0	0.001675042	0	0	0	0	0	0	0	0	0.000349569	0
Clostridiales 123	0	0.00205816	3.36734e-05	0.000368732	0	0.000430478	0	0	0	0	0	0	0	0	0	0	0.049927804	0	0	0	4.35256e-05	0.000333667	0	0	0	0	0	0.000223364	3.77943e-05	0.000203329	0	0	0	0.000123039	0	0	0	0	0	0	0.000191791	0	0	0	9.37559e-05	0	0	0	0	0	0	0	0	0	0	0.000599938	0.000167208	0.00036523	0	0.000202259	0	0	0	0	0	0	0	0	0	0.018592297	0	2.56964e-05	0	0	0	0	0	0	0	0.000980969	0	0	0	0	0	0	0	0	0.000373972	0	0	0	0.000462663	0	0	3.96888e-05	0	0	0.000972591	0	0.000623947	0	0	0.000133994	0	0	0	0.023206751	0.058926342	0	0	0	0.003797186	0.00152029	0.000154488	0	0	0	0	0.000796178	0	0.000807347	0.008919281	0	0	0	0.000182515	0	0.000116401	0	0	0.00360848	0.002689076	0	0	0	0	0	0	0	0	0	0.000315259	0	0	0	0	0.002834751	0	0	0	0.000189072	8.026e-05	0	3.95773e-05	0	0	0	0	0	4.24358e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038662701	0.038206603	0	0.00093633	0.000160539	0	0	0	0	0.000137438	0.000358487	0	0	0	0	9.40557e-05	3.4721e-05	3.63346e-05	5.94389e-05	0	0.031545741	0	0	0.000637349	0	0	0	0.000286396	0.001759606	0.000194241	6.14024e-05	0.000284044	0	0.000204165	0	0	0.000234659	0.000195084	0	0	0	0.000349895	0	0	5.80013e-05	0	0	5.35346e-05	0.000123579	0	0.008319021	0	8.22301e-05	4.14886e-05	0	0	0.000229964	0	0	6.44912e-05	0	0	0.000266916	0	0	0
Tepidibacter 5688	6.33032e-05	0	0	0.000276549	0	0	0	0	0.005406475	0	0	0	0	0	0	0	0	0	0.000217146	0	0.000652884	0.000333667	0	0	0	0	0	0.000223364	7.55886e-05	0	0.005261954	0.002767687	0	0	0	0	0	0	0.000403877	0	0.001246644	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001713633	0	0	0	0	3.37098e-05	0	0	0.000394078	0.000403616	0	0	0	0	0.002157165	0	0	0	0	0.000693902	0	0	0	0.00099388	0.001262171	0	0	0	0	0	0	0	9.93838e-05	0	0	0	0	0	0	0	0	0	0	0.000858553	0	0	0.003525301	0	0	0.001473938	0	0	0	0.000555185	0	0	0	0	0	0	0	0	0	0.000239406	0	0.030254777	0	0.000100918	0.000148655	0	0	6.76087e-05	0	0	0	0	0	0.000751767	0.001008403	0.000897398	0.000306937	0	0	0	0.007318815	0.010350982	0	0	0	0.004194487	0	0.004994346	0	0	0.000388916	0.00044135	0	0	0.00020065	0	0	0	0	0	0	0	0	0	0.000104341	0	0	0	0.000624306	0.000477601	0	0.000163052	0	0	0	0	7.08516e-05	0.001400953	0.002197995	0	0	0	0	0	0	0	0	0	0	0.000453446	0.000175608	0	0	0	0	0	0	0	0	0	0	0	0	2.32786e-05	0	0	0	0	0.000181673	0.001961484	0	0	0	0.000422744	0	0	0.000118133	0	0	0.000607864	0	0	0	0	0	0	0.000693385	0	0	0	0	0.001150137	0.000349895	9.96876e-05	0	0	0	0.000615385	0	0	0	2.68356e-05	0.001192369	0.012457857	0.000248932	0	0	0	0	0	0.000644912	0	5.62588e-05	0	0	0	0
Fusobacterium 147	0	0.000298765	0.000134694	9.21829e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.61093e-05	3.42173e-05	0	0	0	0.000893455	0	0	0	0	0	0	0	0	0.006845296	0	0.001211632	0	0.001726122	0	0	0	0	0	0	0	0	0	0.000362503	0	0	0	0.002284844	0	0	0	0	0	0	0	0	0	0	0.002178649	0	0	0	0	0	0	0	0	0	0	0	0.000366166	0	0	0	0	0	0.0002202	0.004056207	0.004948834	0	0	0	0	0	0	0.000277598	0	0	0	0	0	0	0.001075006	0	0	0	0	0	0	0	0.000222074	0.004244694	0	0	0	0	0.001052508	0.000154488	0	0.003763752	0	0	0	0	0.000100918	0	0	0	0.000540869	0.000547545	0	0	0	0	0	0	0.000299133	0	0	0	0	0	0	0	0	0.004098361	0	0	0	0	0	0	0	0	0.000756287	0	0	0	0	0	0	0	0	0.000212179	0	0	0	8.04311e-05	0.000714669	0	0	0.000565544	0	0	0	7.74234e-05	0	0	0	0	0	0	0	0	0	0	0	0.000598643	0.000234192	0	0	0.002019492	0	0	0	0	0	0.000657895	0.020241259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000704573	0.000424899	0	0.022209096	0	9.54654e-05	0	0	2.04675e-05	2.36703e-05	0.000154679	0	0	0	0	0	0	0.000445699	0	0.000174948	0	0	0	0	0	0.000133837	0	0	0	0	0.000287805	4.14886e-05	0	0	0	0	0	0	0	0	0	0	0.000699138	0.003529649
