#FASTA	SRS056210.fasta	SRS011132.fasta	SRS019597.fasta	SRS015996.fasta	SRS016033.fasta
#Niche	X	X	X	Y	Y
#Genes	SRS056210	SRS011132	SRS019597	SRS015996	SRS016033
SRS015996.1001|UniRef90_unknown	0.0	0.0	0.0	0.632530120482	0.0
SRS015996.5426|UniRef90_unknown	0.0	0.0	0.0	0.167857142857	0.0
SRS015996.2600|UniRef90_unknown	0.0	0.0	0.0	0.760778859527	0.0
SRS015996.2797|UniRef90_unknown	0.0	0.0	0.0	0.348258706468	0.0
SRS015996.3111|UniRef90_unknown	0.0	0.0	0.0	0.60162601626	0.0
SRS015996.1659|UniRef90_unknown	0.0	0.0	0.0	0.339821573398	0.0
SRS015996.10832|UniRef90_unknown	0.0	0.0	0.0	0.116071428571	0.0
SRS015996.13533|UniRef90_unknown	0.0	0.0	0.0	0.236666666667	0.0
SRS015996.4054|UniRef90_unknown	0.0	0.0	0.0	0.23422644771	0.0
SRS015996.18761|UniRef90_unknown	0.0	0.0	0.0	0.234042553191	0.0
SRS015996.14482|UniRef90_unknown	0.0	0.0	0.0	0.256637168142	0.0
SRS015996.9541|UniRef90_unknown	0.0	0.0	0.0	0.263101604278	0.0
SRS015996.15415|UniRef90_unknown	0.0	0.0	0.0	0.279069767442	0.0
SRS015996.6503|UniRef90_unknown	0.0	0.0	0.0	0.177842565598	0.0
SRS015996.20457|UniRef90_unknown	0.0	0.0	0.0	0.192722371968	0.0
SRS015996.5375|UniRef90_unknown	0.0	0.0	0.0	0.219936708861	0.0
SRS015996.11933|UniRef90_unknown	0.0	0.0	0.0	0.103174603175	0.0
SRS015996.14366|UniRef90_unknown	0.0	0.0	0.0	0.54954954955	0.0
SRS015996.10940|UniRef90_unknown	0.0	0.0	0.0	0.256637168142	0.0
SRS015996.19322|UniRef90_unknown	0.0	0.0	0.0	0.362715298886	0.0
SRS015996.1876|UniRef90_unknown	0.0	0.0	0.0	0.171052631579	0.0
SRS015996.2335|UniRef90_unknown	0.0	0.0	0.0	0.112224448898	0.0
SRS015996.3022|UniRef90_unknown	0.0	0.0	0.0	0.603268945022	0.0
SRS015996.9401|UniRef90_unknown	0.0	0.0	0.0	0.296363636364	0.0
SRS015996.19066|UniRef90_unknown	0.0	0.0	0.0	0.175736961451	0.0
SRS015996.6910|UniRef90_unknown	0.0	0.0	0.0	0.156196943973	0.0
SRS015996.2814|UniRef90_unknown	0.0	0.0	0.0	0.245	0.0
SRS015996.6047|UniRef90_unknown	0.0	0.0	0.0	0.254385964912	0.0
SRS015996.11675|UniRef90_unknown	0.0	0.0	0.0	0.277551020408	0.0
SRS015996.7687|UniRef90_unknown	0.0	0.0	0.0	0.232638888889	0.0
SRS015996.17753|UniRef90_unknown	0.0	0.0	0.0	0.245409015025	0.0
SRS015996.14251|UniRef90_unknown	0.0	0.0	0.0	0.439024390244	0.0
SRS015996.17085|UniRef90_unknown	0.0	0.0	0.0	0.303675048356	0.0
SRS015996.11588|UniRef90_unknown	0.0	0.0	0.0	0.082304526749	0.0
SRS015996.10176|UniRef90_unknown	0.0	0.0	0.0	0.234449760766	0.0
SRS015996.15805|UniRef90_unknown	0.0	0.0	0.0	0.793187347932	0.0
SRS015996.19267|UniRef90_unknown	0.0	0.0	0.0	0.202294056309	0.0
SRS015996.5781|UniRef90_unknown	0.0	0.0	0.0	0.496893055707	0.0
SRS015996.16013|UniRef90_unknown	0.0	0.0	0.0	0.108235294118	0.0
SRS015996.20601|UniRef90_unknown	0.0	0.0	0.0	0.290770757526	0.0
SRS015996.8682|UniRef90_unknown	0.0	0.0	0.0	0.221415607985	0.0
SRS015996.11778|UniRef90_unknown	0.0	0.0	0.0	0.104838709677	0.0
SRS015996.926|UniRef90_unknown	0.0	0.0	0.0	0.244614003591	0.0
SRS015996.19829|UniRef90_unknown	0.0	0.0	0.0	0.317208564631	0.0
SRS015996.3270|UniRef90_unknown	0.0	0.0	0.0	0.255707762557	0.0
SRS015996.1808|UniRef90_unknown	0.0	0.0	0.0	0.394607843137	0.0
SRS015996.20125|UniRef90_unknown	0.0	0.0	0.0	0.273724983861	0.0
SRS015996.12732|UniRef90_unknown	0.0	0.0	0.0	0.167272727273	0.0
SRS015996.16830|UniRef90_unknown	0.0	0.0	0.0	0.170731707317	0.0
SRS015996.13513|UniRef90_unknown	0.0	0.0	0.0	0.367892976589	0.0
SRS015996.17251|UniRef90_unknown	0.0	0.0	0.0	0.410112359551	0.0
SRS015996.3209|UniRef90_unknown	0.0	0.0	0.0	0.124783362218	0.0
SRS015996.5044|UniRef90_unknown	0.0	0.0	0.0	0.233853006682	0.0
SRS015996.4070|UniRef90_unknown	0.0	0.0	0.0	0.457814661134	0.0
SRS015996.17346|UniRef90_unknown	0.0	0.0	0.0	0.533088235294	0.0
SRS015996.651|UniRef90_unknown	0.0	0.0	0.0	0.601941747573	0.0
SRS015996.11419|UniRef90_unknown	0.0	0.0	0.0	0.175732217573	0.0
SRS015996.14421|UniRef90_unknown	0.0	0.0	0.0	0.193452380952	0.0
SRS015996.17450|UniRef90_unknown	0.0	0.0	0.0	0.75	0.0
SRS015996.18928|UniRef90_unknown	0.0	0.0	0.0	0.302491103203	0.0
SRS015996.11232|UniRef90_unknown	0.0	0.0	0.0	0.167381974249	0.0
SRS015996.2508|UniRef90_unknown	0.0	0.0	0.0	0.123839009288	0.0
SRS015996.12518|UniRef90_unknown	0.0	0.0	0.0	0.205223880597	0.0
SRS015996.7156|UniRef90_unknown	0.0	0.0	0.0	0.266932270916	0.0
SRS015996.7451|UniRef90_unknown	0.0	0.0	0.0	0.106896551724	0.0
SRS015996.6216|UniRef90_unknown	0.0	0.0	0.0	0.422799422799	0.0
SRS015996.6318|UniRef90_unknown	0.0	0.0	0.0	0.183098591549	0.0
SRS015996.15031|UniRef90_unknown	0.0	0.0	0.0	0.569482288828	0.0
SRS015996.18548|UniRef90_unknown	0.0	0.0	0.0	0.16577540107	0.0
SRS015996.14824|UniRef90_unknown	0.0	0.0	0.0	0.100840336134	0.0
SRS015996.13506|UniRef90_unknown	0.0	0.0	0.0	0.110367892977	0.0
SRS015996.2143|UniRef90_unknown	0.0	0.0	0.0	0.107033639144	0.0
SRS015996.11730|UniRef90_unknown	0.0	0.0	0.0	0.206477732794	0.0
SRS015996.17936|UniRef90_unknown	0.0	0.0	0.0	0.2896	0.0
SRS015996.10257|UniRef90_unknown	0.0	0.0	0.0	0.104265402844	0.0
SRS015996.13889|UniRef90_unknown	0.0	0.0	0.0	0.217252396166	0.0
SRS015996.4130|UniRef90_unknown	0.0	0.0	0.0	0.171974522293	0.0
SRS015996.5402|UniRef90_unknown	0.0	0.0	0.0	0.214285714286	0.0
SRS015996.16803|UniRef90_unknown	0.0	0.0	0.0	0.130879345603	0.0
SRS015996.7875|UniRef90_unknown	0.0	0.0	0.0	0.145510835913	0.0
SRS015996.430|UniRef90_unknown	0.0	0.0	0.0	0.0646551724138	0.0
SRS015996.4418|UniRef90_unknown	0.0	0.0	0.0	0.710037174721	0.0
SRS015996.13017|UniRef90_unknown	0.0	0.0	0.0	0.106007067138	0.0
SRS015996.587|UniRef90_unknown	0.0	0.0	0.0	0.147329650092	0.0
SRS015996.12174|UniRef90_unknown	0.0	0.0	0.0	0.348837209302	0.0
SRS015996.14700|UniRef90_unknown	0.0	0.0	0.0	0.265714285714	0.0
SRS015996.1036|UniRef90_unknown	0.0	0.0	0.0	0.106837606838	0.0
SRS015996.297|UniRef90_unknown	0.0	0.0	0.0	0.080971659919	0.0
SRS015996.4529|UniRef90_unknown	0.0	0.0	0.0	0.351464435146	0.0
SRS015996.3372|UniRef90_unknown	0.0	0.0	0.0	0.303448275862	0.0
SRS015996.6219|UniRef90_unknown	0.0	0.0	0.0	0.24633431085	0.0
SRS015996.237|UniRef90_unknown	0.0	0.0	0.0	0.0576923076923	0.0
SRS015996.18958|UniRef90_unknown	0.0	0.0	0.0	0.198589894242	0.0
SRS015996.5769|UniRef90_unknown	0.0	0.0	0.0	0.709233791749	0.0
SRS015996.20025|UniRef90_unknown	0.0	0.0	0.0	0.325335215243	0.0
SRS015996.2839|UniRef90_unknown	0.0	0.0	0.0	0.226530612245	0.0
SRS015996.1026|UniRef90_unknown	0.0	0.0	0.0	0.144628099174	0.0
SRS015996.18710|UniRef90_unknown	0.0	0.0	0.0	0.233418367347	0.0
SRS015996.1443|UniRef90_unknown	0.0	0.0	0.0	0.101449275362	0.0
SRS015996.17571|UniRef90_unknown	0.0	0.0	0.0	0.161403508772	0.0
SRS015996.14494|UniRef90_unknown	0.0	0.0	0.0	0.286135693215	0.0
SRS015996.11597|UniRef90_unknown	0.0	0.0	0.0	0.205761316872	0.0
SRS015996.995|UniRef90_unknown	0.0	0.0	0.0	0.167755991285	0.0
SRS015996.19284|UniRef90_unknown	0.0	0.0	0.0	0.340909090909	0.0
SRS015996.1420|UniRef90_unknown	0.0	0.0	0.0	0.263089851325	0.0
SRS015996.718|UniRef90_unknown	0.0	0.0	0.0	0.185430463576	0.0
SRS015996.5681|UniRef90_unknown	0.0	0.0	0.0	0.528645833333	0.0
SRS015996.18492|UniRef90_unknown	0.0	0.0	0.0	0.173024523161	0.0
SRS015996.3216|UniRef90_unknown	0.0	0.0	0.0	0.174721189591	0.0
SRS015996.2843|UniRef90_unknown	0.0	0.0	0.0	0.424444444444	0.0
SRS015996.11609|UniRef90_unknown	0.0	0.0	0.0	0.315573770492	0.0
SRS015996.13724|UniRef90_unknown	0.0	0.0	0.0	0.159609120521	0.0
SRS015996.1432|UniRef90_unknown	0.0	0.0	0.0	0.0915032679739	0.0
SRS015996.10022|UniRef90_unknown	0.0	0.0	0.0	0.126213592233	0.0
SRS015996.6361|UniRef90_unknown	0.0	0.0	0.0	0.491708126036	0.0
SRS015996.5642|UniRef90_unknown	0.0	0.0	0.0	0.475490196078	0.0
SRS015996.7031|UniRef90_unknown	0.0	0.0	0.0	0.365145228216	0.0
SRS015996.8802|UniRef90_unknown	0.0	0.0	0.0	0.651006711409	0.0
SRS015996.12135|UniRef90_unknown	0.0	0.0	0.0	0.280155642023	0.0
SRS015996.11390|UniRef90_unknown	0.0	0.0	0.0	0.163865546218	0.0
SRS015996.5773|UniRef90_unknown	0.0	0.0	0.0	0.203007518797	0.0
SRS015996.4829|UniRef90_unknown	0.0	0.0	0.0	0.125448028674	0.0
SRS015996.6429|UniRef90_unknown	0.0	0.0	0.0	0.099173553719	0.0
SRS015996.8812|UniRef90_unknown	0.0	0.0	0.0	0.207282913165	0.0
SRS015996.1179|UniRef90_unknown	0.0	0.0	0.0	0.435544430538	0.0
SRS015996.3752|UniRef90_unknown	0.0	0.0	0.0	0.266963292547	0.0
SRS015996.13805|UniRef90_unknown	0.0	0.0	0.0	0.167741935484	0.0
SRS015996.20594|UniRef90_unknown	0.0	0.0	0.0	0.280725319006	0.0
SRS015996.14589|UniRef90_unknown	0.0	0.0	0.0	0.107558139535	0.0
SRS015996.10710|UniRef90_unknown	0.0	0.0	0.0	0.149321266968	0.0
SRS015996.4834|UniRef90_unknown	0.0	0.0	0.0	0.201793721973	0.0
SRS015996.10796|UniRef90_unknown	0.0	0.0	0.0	0.538116591928	0.0
SRS015996.8534|UniRef90_unknown	0.0	0.0	0.0	0.530087527352	0.0
SRS015996.4948|UniRef90_unknown	0.0	0.0	0.0	0.731092436975	0.0
SRS015996.14535|UniRef90_unknown	0.0	0.0	0.0	0.316715542522	0.0
SRS015996.19255|UniRef90_unknown	0.0	0.0	0.0	0.238195173137	0.0
SRS015996.2047|UniRef90_unknown	0.0	0.0	0.0	0.188888888889	0.0
SRS015996.7759|UniRef90_unknown	0.0	0.0	0.0	0.417962003454	0.0
SRS015996.16834|UniRef90_unknown	0.0	0.0	0.0	0.274390243902	0.0
SRS015996.16800|UniRef90_unknown	0.0	0.0	0.0	0.102249488753	0.0
SRS015996.8735|UniRef90_unknown	0.0	0.0	0.0	0.242857142857	0.0
SRS015996.18823|UniRef90_unknown	0.0	0.0	0.0	0.230392156863	0.0
SRS015996.8368|UniRef90_unknown	0.0	0.0	0.0	0.316091954023	0.0
SRS015996.9813|UniRef90_unknown	0.0	0.0	0.0	0.133663366337	0.0
SRS015996.17965|UniRef90_unknown	0.0	0.0	0.0	0.27027027027	0.0
SRS015996.1082|UniRef90_unknown	0.0	0.0	0.0	0.185770750988	0.0
SRS015996.2222|UniRef90_unknown	0.0	0.0	0.0	0.223476297968	0.0
SRS015996.18726|UniRef90_unknown	0.0	0.0	0.0	0.387055837563	0.0
SRS015996.12662|UniRef90_unknown	0.0	0.0	0.0	0.139194139194	0.0
SRS015996.19815|UniRef90_unknown	0.0	0.0	0.0	0.430167597765	0.0
SRS015996.930|UniRef90_unknown	0.0	0.0	0.0	0.175609756098	0.0
SRS015996.13267|UniRef90_unknown	0.0	0.0	0.0	0.234482758621	0.0
SRS015996.530|UniRef90_unknown	0.0	0.0	0.0	0.23031026253	0.0
SRS015996.4721|UniRef90_unknown	0.0	0.0	0.0	0.445804195804	0.0
SRS015996.5714|UniRef90_unknown	0.0	0.0	0.0	0.352447552448	0.0
SRS015996.8351|UniRef90_unknown	0.0	0.0	0.0	0.157608695652	0.0
SRS015996.5104|UniRef90_unknown	0.0	0.0	0.0	0.0875420875421	0.0
SRS015996.20652|UniRef90_unknown	0.0	0.0	0.0	0.231721034871	0.0
SRS015996.16491|UniRef90_unknown	0.0	0.0	0.0	0.132608695652	0.0
SRS015996.5183|UniRef90_unknown	0.0	0.0	0.0	0.188988095238	0.0
SRS015996.5452|UniRef90_unknown	0.0	0.0	0.0	0.308266003729	0.0
SRS015996.16416|UniRef90_unknown	0.0	0.0	0.0	0.240618101545	0.0
SRS015996.12128|UniRef90_unknown	0.0	0.0	0.0	0.143968871595	0.0
SRS015996.8835|UniRef90_unknown	0.0	0.0	0.0	0.227674190383	0.0
SRS015996.13154|UniRef90_unknown	0.0	0.0	0.0	0.313588850174	0.0
SRS015996.6386|UniRef90_unknown	0.0	0.0	0.0	0.132352941176	0.0
SRS015996.10027|UniRef90_unknown	0.0	0.0	0.0	0.179611650485	0.0
SRS015996.8688|UniRef90_unknown	0.0	0.0	0.0	0.354280510018	0.0
SRS015996.6376|UniRef90_unknown	0.0	0.0	0.0	0.508896797153	0.0
SRS015996.7034|UniRef90_unknown	0.0	0.0	0.0	0.645299145299	0.0
SRS015996.18770|UniRef90_unknown	0.0	0.0	0.0	0.335411471322	0.0
SRS015996.11189|UniRef90_unknown	0.0	0.0	0.0	0.14224137931	0.0
SRS015996.7813|UniRef90_unknown	0.0	0.0	0.0	0.316826923077	0.0
SRS015996.16299|UniRef90_unknown	0.0	0.0	0.0	0.561797752809	0.0
SRS015996.5464|UniRef90_unknown	0.0	0.0	0.0	0.480122324159	0.0
SRS015996.20485|UniRef90_unknown	0.0	0.0	0.0	0.420729029425	0.0
SRS015996.5920|UniRef90_unknown	0.0	0.0	0.0	0.530927835052	0.0
SRS015996.2463|UniRef90_unknown	0.0	0.0	0.0	0.75234270415	0.0
SRS015996.5763|UniRef90_unknown	0.0	0.0	0.0	0.268008474576	0.0
SRS015996.16964|UniRef90_unknown	0.0	0.0	0.0	0.278330019881	0.0
SRS015996.6172|UniRef90_unknown	0.0	0.0	0.0	0.528037383178	0.0
SRS015996.8708|UniRef90_unknown	0.0	0.0	0.0	0.390547263682	0.0
SRS015996.18289|UniRef90_unknown	0.0	0.0	0.0	0.255043227666	0.0
SRS015996.275|UniRef90_unknown	0.0	0.0	0.0	0.129213483146	0.0
SRS015996.14232|UniRef90_unknown	0.0	0.0	0.0	0.256880733945	0.0
SRS015996.13820|UniRef90_unknown	0.0	0.0	0.0	0.245161290323	0.0
SRS015996.5907|UniRef90_unknown	0.0	0.0	0.0	0.118457300275	0.0
SRS015996.11370|UniRef90_unknown	0.0	0.0	0.0	0.466386554622	0.0
SRS015996.18271|UniRef90_unknown	0.0	0.0	0.0	0.168604651163	0.0
SRS015996.11637|UniRef90_unknown	0.0	0.0	0.0	0.180327868852	0.0
SRS015996.8927|UniRef90_unknown	0.0	0.0	0.0	0.270742358079	0.0
SRS015996.1891|UniRef90_unknown	0.0	0.0	0.0	0.370919881306	0.0
SRS015996.10763|UniRef90_unknown	0.0	0.0	0.0	0.184684684685	0.0
SRS015996.3727|UniRef90_unknown	0.0	0.0	0.0	0.173512747875	0.0
SRS015996.16|UniRef90_unknown	0.0	0.0	0.0	0.140804597701	0.0
SRS015996.14162|UniRef90_unknown	0.0	0.0	0.0	0.206790123457	0.0
SRS015996.17313|UniRef90_unknown	0.0	0.0	0.0	0.338262476895	0.0
SRS015996.6102|UniRef90_unknown	0.0	0.0	0.0	0.125560538117	0.0
SRS015996.6677|UniRef90_unknown	0.0	0.0	0.0	0.286833383549	0.0
SRS015996.19020|UniRef90_unknown	0.0	0.0	0.0	0.38612716763	0.0
SRS015996.11499|UniRef90_unknown	0.0	0.0	0.0	0.315352697095	0.0
SRS015996.19603|UniRef90_unknown	0.0	0.0	0.0	0.386690647482	0.0
SRS015996.8842|UniRef90_unknown	0.0	0.0	0.0	0.510333192746	0.0
SRS015996.1252|UniRef90_unknown	0.0	0.0	0.0	0.694382022472	0.0
SRS015996.13073|UniRef90_unknown	0.0	0.0	0.0	0.0880281690141	0.0
SRS015996.20185|UniRef90_unknown	0.0	0.0	0.0	0.251376146789	0.0
SRS015996.2945|UniRef90_unknown	0.0	0.0	0.0	1.07246376812	0.0
SRS015996.4564|UniRef90_unknown	0.0	0.0	0.0	0.387550200803	0.0
SRS015996.15464|UniRef90_unknown	0.0	0.0	0.0	0.174358974359	0.0
SRS015996.132|UniRef90_unknown	0.0	0.0	0.0	0.0726495726496	0.0
SRS015996.4716|UniRef90_unknown	0.0	0.0	0.0	0.123376623377	0.0
SRS015996.12904|UniRef90_unknown	0.0	0.0	0.0	0.182795698925	0.0
SRS015996.7172|UniRef90_unknown	0.0	0.0	0.0	0.152263374486	0.0
SRS015996.18135|UniRef90_unknown	0.0	0.0	0.0	0.153262518968	0.0
SRS015996.8699|UniRef90_unknown	0.0	0.0	0.0	0.22432629279	0.0
SRS015996.16185|UniRef90_unknown	0.0	0.0	0.0	0.288329519451	0.0
SRS015996.1496|UniRef90_unknown	0.0	0.0	0.0	0.114599686028	0.0
SRS015996.9989|UniRef90_unknown	0.0	0.0	0.0	0.169902912621	0.0
SRS015996.443|UniRef90_unknown	0.0	0.0	0.0	0.153191489362	0.0
SRS015996.1060|UniRef90_unknown	0.0	0.0	0.0	0.276018099548	0.0
SRS015996.11832|UniRef90_unknown	0.0	0.0	0.0	0.236	0.0
SRS015996.17089|UniRef90_unknown	0.0	0.0	0.0	0.293436293436	0.0
SRS015996.17856|UniRef90_unknown	0.0	0.0	0.0	0.221138211382	0.0
SRS015996.2239|UniRef90_unknown	0.0	0.0	0.0	0.445736434109	0.0
SRS015996.20678|UniRef90_unknown	0.0	0.0	0.0	0.287771601819	0.0
SRS015996.19721|UniRef90_unknown	0.0	0.0	0.0	0.306722689076	0.0
SRS015996.20045|UniRef90_unknown	0.0	0.0	0.0	0.278085991678	0.0
SRS015996.10702|UniRef90_unknown	0.0	0.0	0.0	0.190045248869	0.0
SRS015996.5311|UniRef90_unknown	0.0	0.0	0.0	0.220272904483	0.0
SRS015996.14607|UniRef90_unknown	0.0	0.0	0.0	0.226744186047	0.0
SRS015996.18206|UniRef90_unknown	0.0	0.0	0.0	0.395555555556	0.0
SRS015996.15063|UniRef90_unknown	0.0	0.0	0.0	0.371273712737	0.0
SRS015996.6957|UniRef90_unknown	0.0	0.0	0.0	0.0965092402464	0.0
SRS015996.1158|UniRef90_unknown	0.0	0.0	0.0	0.20640569395	0.0
SRS015996.6874|UniRef90_unknown	0.0	0.0	0.0	0.71568627451	0.0
SRS015996.8164|UniRef90_unknown	0.0	0.0	0.0	0.429490616622	0.0
SRS015996.15607|UniRef90_unknown	0.0	0.0	0.0	0.582914572864	0.0
SRS015996.14835|UniRef90_unknown	0.0	0.0	0.0	1.05586592179	0.0
SRS015996.8717|UniRef90_unknown	0.0	0.0	0.0	0.475409836066	0.0
SRS015996.4227|UniRef90_unknown	0.0	0.0	0.0	0.205	0.0
SRS015996.1217|UniRef90_unknown	0.0	0.0	0.0	0.243801652893	0.0
SRS015996.9761|UniRef90_unknown	0.0	0.0	0.0	0.248756218905	0.0
SRS015996.3218|UniRef90_unknown	0.0	0.0	0.0	0.557069846678	0.0
SRS015996.4377|UniRef90_unknown	0.0	0.0	0.0	0.163538873995	0.0
SRS015996.20089|UniRef90_unknown	0.0	0.0	0.0	0.341840161182	0.0
SRS015996.1911|UniRef90_unknown	0.0	0.0	0.0	0.100294985251	0.0
SRS015996.19411|UniRef90_unknown	0.0	0.0	0.0	0.250984251969	0.0
SRS015996.12931|UniRef90_unknown	0.0	0.0	0.0	0.3	0.0
SRS015996.20391|UniRef90_unknown	0.0	0.0	0.0	0.176790123457	0.0
SRS015996.12407|UniRef90_unknown	0.0	0.0	0.0	0.135849056604	0.0
SRS015996.19866|UniRef90_unknown	0.0	0.0	0.0	0.329968944099	0.0
SRS015996.9113|UniRef90_unknown	0.0	0.0	0.0	0.273556231003	0.0
SRS015996.19691|UniRef90_unknown	0.0	0.0	0.0	0.279209621993	0.0
SRS015996.19713|UniRef90_unknown	0.0	0.0	0.0	0.431703204047	0.0
SRS015996.1946|UniRef90_unknown	0.0	0.0	0.0	0.146800501882	0.0
SRS015996.17025|UniRef90_unknown	0.0	0.0	0.0	0.609803921569	0.0
SRS015996.14929|UniRef90_unknown	0.0	0.0	0.0	0.162983425414	0.0
SRS015996.4306|UniRef90_unknown	0.0	0.0	0.0	0.443339960239	0.0
SRS015996.1157|UniRef90_unknown	0.0	0.0	0.0	0.180602006689	0.0
SRS015996.5493|UniRef90_unknown	0.0	0.0	0.0	0.315151515152	0.0
SRS015996.13228|UniRef90_unknown	0.0	0.0	0.0	0.228373702422	0.0
SRS015996.8197|UniRef90_unknown	0.0	0.0	0.0	0.254180602007	0.0
SRS015996.19854|UniRef90_unknown	0.0	0.0	0.0	0.228125	0.0
SRS015996.11357|UniRef90_unknown	0.0	0.0	0.0	0.198312236287	0.0
SRS015996.9574|UniRef90_unknown	0.0	0.0	0.0	0.491195551437	0.0
SRS015996.16638|UniRef90_unknown	0.0	0.0	0.0	0.109936575053	0.0
SRS015996.14514|UniRef90_unknown	0.0	0.0	0.0	0.185294117647	0.0
SRS015996.17783|UniRef90_unknown	0.0	0.0	0.0	0.444444444444	0.0
SRS015996.8117|UniRef90_unknown	0.0	0.0	0.0	0.337066069429	0.0
SRS015996.2530|UniRef90_unknown	0.0	0.0	0.0	0.171755725191	0.0
SRS015996.1174|UniRef90_unknown	0.0	0.0	0.0	0.165289256198	0.0
SRS015996.11521|UniRef90_unknown	0.0	0.0	0.0	0.128630705394	0.0
SRS015996.11193|UniRef90_unknown	0.0	0.0	0.0	0.124463519313	0.0
SRS015996.7016|UniRef90_unknown	0.0	0.0	0.0	0.719357565511	0.0
SRS015996.6824|UniRef90_unknown	0.0	0.0	0.0	0.510883482714	0.0
SRS015996.7968|UniRef90_unknown	0.0	0.0	0.0	0.741532976827	0.0
SRS015996.2636|UniRef90_unknown	0.0	0.0	0.0	0.255514705882	0.0
SRS015996.4002|UniRef90_unknown	0.0	0.0	0.0	0.217993079585	0.0
SRS015996.13011|UniRef90_unknown	0.0	0.0	0.0	0.685512367491	0.0
SRS015996.3940|UniRef90_unknown	0.0	0.0	0.0	0.414790996785	0.0
SRS015996.14475|UniRef90_unknown	0.0	0.0	0.0	0.254437869822	0.0
SRS015996.2485|UniRef90_unknown	0.0	0.0	0.0	0.115427302997	0.0
SRS015996.5033|UniRef90_unknown	0.0	0.0	0.0	0.508744038156	0.0
SRS015996.2743|UniRef90_unknown	0.0	0.0	0.0	0.0576923076923	0.0
SRS015996.8182|UniRef90_unknown	0.0	0.0	0.0	0.249042145594	0.0
SRS015996.4548|UniRef90_unknown	0.0	0.0	0.0	0.550146056475	0.0
SRS015996.20076|UniRef90_unknown	0.0	0.0	0.0	0.268160217244	0.0
SRS015996.15626|UniRef90_unknown	0.0	0.0	0.0	0.2525	0.0
SRS015996.16326|UniRef90_unknown	0.0	0.0	0.0	0.333333333333	0.0
SRS015996.17601|UniRef90_unknown	0.0	0.0	0.0	0.207317073171	0.0
SRS015996.9465|UniRef90_unknown	0.0	0.0	0.0	0.274968394437	0.0
SRS015996.17064|UniRef90_unknown	0.0	0.0	0.0	0.120388349515	0.0
SRS015996.14153|UniRef90_unknown	0.0	0.0	0.0	0.265432098765	0.0
SRS015996.11658|UniRef90_unknown	0.0	0.0	0.0	0.310204081633	0.0
SRS015996.4372|UniRef90_unknown	0.0	0.0	0.0	0.207977207977	0.0
SRS015996.18540|UniRef90_unknown	0.0	0.0	0.0	0.262382864793	0.0
SRS015996.1454|UniRef90_unknown	0.0	0.0	0.0	0.261958997722	0.0
SRS015996.5224|UniRef90_unknown	0.0	0.0	0.0	0.31693989071	0.0
SRS015996.5238|UniRef90_unknown	0.0	0.0	0.0	0.31	0.0
SRS015996.16903|UniRef90_unknown	0.0	0.0	0.0	0.118236472946	0.0
SRS015996.15993|UniRef90_unknown	0.0	0.0	0.0	0.163120567376	0.0
SRS015996.17501|UniRef90_unknown	0.0	0.0	0.0	0.276292335116	0.0
SRS015996.17092|UniRef90_unknown	0.0	0.0	0.0	0.185328185328	0.0
SRS015996.7321|UniRef90_unknown	0.0	0.0	0.0	0.704830053667	0.0
SRS015996.7908|UniRef90_unknown	0.0	0.0	0.0	0.401847575058	0.0
SRS015996.7932|UniRef90_unknown	0.0	0.0	0.0	0.452173913043	0.0
SRS015996.2114|UniRef90_unknown	0.0	0.0	0.0	0.293522267206	0.0
SRS015996.19376|UniRef90_unknown	0.0	0.0	0.0	0.372139303483	0.0
SRS015996.2457|UniRef90_unknown	0.0	0.0	0.0	0.191897654584	0.0
SRS015996.11376|UniRef90_unknown	0.0	0.0	0.0	0.268907563025	0.0
SRS015996.7436|UniRef90_unknown	0.0	0.0	0.0	0.691091954023	0.0
SRS015996.17660|UniRef90_unknown	0.0	0.0	0.0	0.223367697595	0.0
SRS015996.4981|UniRef90_unknown	0.0	0.0	0.0	0.641891891892	0.0
SRS015996.18976|UniRef90_unknown	0.0	0.0	0.0	0.117990654206	0.0
SRS015996.5546|UniRef90_unknown	0.0	0.0	0.0	0.176551724138	0.0
SRS015996.5046|UniRef90_unknown	0.0	0.0	0.0	0.260779436153	0.0
SRS015996.16082|UniRef90_unknown	0.0	0.0	0.0	0.132867132867	0.0
SRS015996.20263|UniRef90_unknown	0.0	0.0	0.0	0.444187391556	0.0
SRS015996.15875|UniRef90_unknown	0.0	0.0	0.0	0.197115384615	0.0
SRS015996.20295|UniRef90_D4HEJ6	0.0	0.0	0.0	0.273081201335	0.0
SRS015996.13746|UniRef90_unknown	0.0	0.0	0.0	0.321428571429	0.0
SRS015996.11847|UniRef90_unknown	0.0	0.0	0.0	0.248	0.0
SRS015996.14006|UniRef90_unknown	0.0	0.0	0.0	0.160377358491	0.0
SRS015996.15642|UniRef90_unknown	0.0	0.0	0.0	0.187032418953	0.0
SRS015996.11471|UniRef90_unknown	0.0	0.0	0.0	0.220833333333	0.0
SRS015996.16675|UniRef90_unknown	0.0	0.0	0.0	0.262605042017	0.0
SRS015996.11283|UniRef90_unknown	0.0	0.0	0.0	0.706382978723	0.0
SRS015996.13486|UniRef90_unknown	0.0	0.0	0.0	0.624161073826	0.0
SRS015996.7576|UniRef90_unknown	0.0	0.0	0.0	0.490500863558	0.0
SRS015996.18375|UniRef90_unknown	0.0	0.0	0.0	0.247887323944	0.0
SRS015996.13000|UniRef90_unknown	0.0	0.0	0.0	0.645390070922	0.0
